x,y,T
0.0929648,0.0175758,293.452
0.0934673,0.0175758,293.445
0.0939698,0.0175758,293.437
0.0944724,0.0175758,293.431
0.0949749,0.0175758,293.425
0.0954774,0.0175758,293.419
0.0959799,0.0175758,293.414
0.0964824,0.0175758,293.41
0.0969849,0.0175758,293.406
0.0974874,0.0175758,293.403
0.0979899,0.0175758,293.4
0.0984925,0.0175758,293.398
0.098995,0.0175758,293.396
0.0994975,0.0175758,293.395
0.1,0.0175758,293.394
0,0.0181818,293.404
0.000502513,0.0181818,293.405
0.00100503,0.0181818,293.406
0.00150754,0.0181818,293.408
0.00201005,0.0181818,293.411
0.00251256,0.0181818,293.413
0.00301508,0.0181818,293.417
0.00351759,0.0181818,293.421
0.0040201,0.0181818,293.426
0.00452261,0.0181818,293.431
0.00502513,0.0181818,293.437
0.00552764,0.0181818,293.443
0.00603015,0.0181818,293.45
0.00653266,0.0181818,293.458
0.00703518,0.0181818,293.466
0.00753769,0.0181818,293.475
0.0080402,0.0181818,293.485
0.00854271,0.0181818,293.495
0.00904523,0.0181818,293.506
0.00954774,0.0181818,293.517
0.0100503,0.0181818,293.529
0.0105528,0.0181818,293.542
0.0110553,0.0181818,293.556
0.0115578,0.0181818,293.571
0.0120603,0.0181818,293.586
0.0125628,0.0181818,293.602
0.0130653,0.0181818,293.618
0.0135678,0.0181818,293.636
0.0140704,0.0181818,293.654
0.0145729,0.0181818,293.674
0.0150754,0.0181818,293.694
0.0155779,0.0181818,293.715
0.0160804,0.0181818,293.737
0.0165829,0.0181818,293.76
0.0170854,0.0181818,293.783
0.0175879,0.0181818,293.808
0.0180905,0.0181818,293.834
0.018593,0.0181818,293.861
0.0190955,0.0181818,293.889
0.019598,0.0181818,293.918
0.0201005,0.0181818,293.948
0.020603,0.0181818,293.979
0.0211055,0.0181818,294.012
0.021608,0.0181818,294.045
0.0221106,0.0181818,294.08
0.0226131,0.0181818,294.116
0.0231156,0.0181818,294.153
0.0236181,0.0181818,294.192
0.0241206,0.0181818,294.232
0.0246231,0.0181818,294.273
0.0251256,0.0181818,294.316
0.0256281,0.0181818,294.36
0.0261307,0.0181818,294.406
0.0266332,0.0181818,294.453
0.0271357,0.0181818,294.502
0.0276382,0.0181818,294.552
0.0281407,0.0181818,294.604
0.0286432,0.0181818,294.657
0.0291457,0.0181818,294.712
0.0296482,0.0181818,294.769
0.0301508,0.0181818,294.827
0.0306533,0.0181818,294.887
0.0311558,0.0181818,294.948
0.0316583,0.0181818,295.012
0.0321608,0.0181818,295.076
0.0326633,0.0181818,295.141
0.0331658,0.0181818,295.207
0.0336683,0.0181818,295.271
0.0341709,0.0181818,295.335
0.0346734,0.0181818,295.396
0.0351759,0.0181818,295.455
0.0356784,0.0181818,295.513
0.0361809,0.0181818,295.568
0.0366834,0.0181818,295.62
0.0371859,0.0181818,295.671
0.0376884,0.0181818,295.719
0.038191,0.0181818,295.766
0.0386935,0.0181818,295.81
0.039196,0.0181818,295.852
0.0396985,0.0181818,295.892
0.040201,0.0181818,295.929
0.0407035,0.0181818,295.965
0.041206,0.0181818,295.999
0.0417085,0.0181818,296.03
0.0422111,0.0181818,296.06
0.0427136,0.0181818,296.088
0.0432161,0.0181818,296.113
0.0437186,0.0181818,296.137
0.0442211,0.0181818,296.159
0.0447236,0.0181818,296.179
0.0452261,0.0181818,296.197
0.0457286,0.0181818,296.213
0.0462312,0.0181818,296.227
0.0467337,0.0181818,296.239
0.0472362,0.0181818,296.249
0.0477387,0.0181818,296.258
0.0482412,0.0181818,296.264
0.0487437,0.0181818,296.269
0.0492462,0.0181818,296.272
0.0497487,0.0181818,296.273
0.0502513,0.0181818,296.272
0.0507538,0.0181818,296.269
0.0512563,0.0181818,296.265
0.0517588,0.0181818,296.258
0.0522613,0.0181818,296.25
0.0527638,0.0181818,296.24
0.0532663,0.0181818,296.228
0.0537688,0.0181818,296.214
0.0542714,0.0181818,296.198
0.0547739,0.0181818,296.18
0.0552764,0.0181818,296.16
0.0557789,0.0181818,296.139
0.0562814,0.0181818,296.115
0.0567839,0.0181818,296.089
0.0572864,0.0181818,296.062
0.0577889,0.0181818,296.032
0.0582915,0.0181818,296.001
0.058794,0.0181818,295.967
0.0592965,0.0181818,295.932
0.059799,0.0181818,295.894
0.0603015,0.0181818,295.854
0.060804,0.0181818,295.812
0.0613065,0.0181818,295.768
0.061809,0.0181818,295.722
0.0623116,0.0181818,295.674
0.0628141,0.0181818,295.623
0.0633166,0.0181818,295.57
0.0638191,0.0181818,295.515
0.0643216,0.0181818,295.458
0.0648241,0.0181818,295.399
0.0653266,0.0181818,295.338
0.0658291,0.0181818,295.274
0.0663317,0.0181818,295.21
0.0668342,0.0181818,295.144
0.0673367,0.0181818,295.079
0.0678392,0.0181818,295.015
0.0683417,0.0181818,294.952
0.0688442,0.0181818,294.89
0.0693467,0.0181818,294.83
0.0698492,0.0181818,294.772
0.0703518,0.0181818,294.716
0.0708543,0.0181818,294.661
0.0713568,0.0181818,294.607
0.0718593,0.0181818,294.555
0.0723618,0.0181818,294.505
0.0728643,0.0181818,294.457
0.0733668,0.0181818,294.409
0.0738693,0.0181818,294.364
0.0743719,0.0181818,294.32
0.0748744,0.0181818,294.277
0.0753769,0.0181818,294.235
0.0758794,0.0181818,294.195
0.0763819,0.0181818,294.157
0.0768844,0.0181818,294.119
0.0773869,0.0181818,294.083
0.0778894,0.0181818,294.048
0.078392,0.0181818,294.015
0.0788945,0.0181818,293.982
0.079397,0.0181818,293.951
0.0798995,0.0181818,293.921
0.080402,0.0181818,293.891
0.0809045,0.0181818,293.863
0.081407,0.0181818,293.836
0.0819095,0.0181818,293.811
0.0824121,0.0181818,293.786
0.0829146,0.0181818,293.762
0.0834171,0.0181818,293.739
0.0839196,0.0181818,293.717
0.0844221,0.0181818,293.695
0.0849246,0.0181818,293.675
0.0854271,0.0181818,293.656
0.0859296,0.0181818,293.637
0.0864322,0.0181818,293.619
0.0869347,0.0181818,293.602
0.0874372,0.0181818,293.586
0.0879397,0.0181818,293.571
0.0884422,0.0181818,293.556
0.0889447,0.0181818,293.542
0.0894472,0.0181818,293.529
0.0899497,0.0181818,293.517
0.0904523,0.0181818,293.505
0.0909548,0.0181818,293.494
0.0914573,0.0181818,293.483
0.0919598,0.0181818,293.473
0.0924623,0.0181818,293.464
0.0929648,0.0181818,293.456
0.0934673,0.0181818,293.448
0.0939698,0.0181818,293.44
0.0944724,0.0181818,293.434
0.0949749,0.0181818,293.427
0.0954774,0.0181818,293.422
0.0959799,0.0181818,293.417
0.0964824,0.0181818,293.412
0.0969849,0.0181818,293.408
0.0974874,0.0181818,293.405
0.0979899,0.0181818,293.402
0.0984925,0.0181818,293.4
0.098995,0.0181818,293.398
0.0994975,0.0181818,293.397
0.1,0.0181818,293.397
0,0.0187879,293.407
0.000502513,0.0187879,293.407
0.00100503,0.0187879,293.409
0.00150754,0.0187879,293.411
0.00201005,0.0187879,293.413
0.00251256,0.0187879,293.416
0.00301508,0.0187879,293.419
0.00351759,0.0187879,293.424
0.0040201,0.0187879,293.428
0.00452261,0.0187879,293.434
0.00502513,0.0187879,293.44
0.00552764,0.0187879,293.446
0.00603015,0.0187879,293.453
0.00653266,0.0187879,293.461
0.00703518,0.0187879,293.469
0.00753769,0.0187879,293.478
0.0080402,0.0187879,293.488
0.00854271,0.0187879,293.499
0.00904523,0.0187879,293.51
0.00954774,0.0187879,293.521
0.0100503,0.0187879,293.534
0.0105528,0.0187879,293.547
0.0110553,0.0187879,293.561
0.0115578,0.0187879,293.576
0.0120603,0.0187879,293.591
0.0125628,0.0187879,293.607
0.0130653,0.0187879,293.625
0.0135678,0.0187879,293.642
0.0140704,0.0187879,293.661
0.0145729,0.0187879,293.681
0.0150754,0.0187879,293.701
0.0155779,0.0187879,293.723
0.0160804,0.0187879,293.745
0.0165829,0.0187879,293.769
0.0170854,0.0187879,293.793
0.0175879,0.0187879,293.818
0.0180905,0.0187879,293.845
0.018593,0.0187879,293.872
0.0190955,0.0187879,293.901
0.019598,0.0187879,293.931
0.0201005,0.0187879,293.962
0.020603,0.0187879,293.994
0.0211055,0.0187879,294.027
0.021608,0.0187879,294.062
0.0221106,0.0187879,294.097
0.0226131,0.0187879,294.135
0.0231156,0.0187879,294.173
0.0236181,0.0187879,294.213
0.0241206,0.0187879,294.255
0.0246231,0.0187879,294.297
0.0251256,0.0187879,294.342
0.0256281,0.0187879,294.388
0.0261307,0.0187879,294.435
0.0266332,0.0187879,294.484
0.0271357,0.0187879,294.535
0.0276382,0.0187879,294.587
0.0281407,0.0187879,294.641
0.0286432,0.0187879,294.698
0.0291457,0.0187879,294.755
0.0296482,0.0187879,294.815
0.0301508,0.0187879,294.877
0.0306533,0.0187879,294.942
0.0311558,0.0187879,295.008
0.0316583,0.0187879,295.076
0.0321608,0.0187879,295.147
0.0326633,0.0187879,295.22
0.0331658,0.0187879,295.293
0.0336683,0.0187879,295.364
0.0341709,0.0187879,295.434
0.0346734,0.0187879,295.501
0.0351759,0.0187879,295.565
0.0356784,0.0187879,295.626
0.0361809,0.0187879,295.685
0.0366834,0.0187879,295.741
0.0371859,0.0187879,295.795
0.0376884,0.0187879,295.846
0.038191,0.0187879,295.894
0.0386935,0.0187879,295.941
0.039196,0.0187879,295.985
0.0396985,0.0187879,296.026
0.040201,0.0187879,296.066
0.0407035,0.0187879,296.103
0.041206,0.0187879,296.138
0.0417085,0.0187879,296.171
0.0422111,0.0187879,296.202
0.0427136,0.0187879,296.231
0.0432161,0.0187879,296.257
0.0437186,0.0187879,296.282
0.0442211,0.0187879,296.304
0.0447236,0.0187879,296.325
0.0452261,0.0187879,296.344
0.0457286,0.0187879,296.36
0.0462312,0.0187879,296.375
0.0467337,0.0187879,296.387
0.0472362,0.0187879,296.398
0.0477387,0.0187879,296.407
0.0482412,0.0187879,296.414
0.0487437,0.0187879,296.418
0.0492462,0.0187879,296.421
0.0497487,0.0187879,296.422
0.0502513,0.0187879,296.421
0.0507538,0.0187879,296.419
0.0512563,0.0187879,296.414
0.0517588,0.0187879,296.407
0.0522613,0.0187879,296.399
0.0527638,0.0187879,296.388
0.0532663,0.0187879,296.376
0.0537688,0.0187879,296.361
0.0542714,0.0187879,296.345
0.0547739,0.0187879,296.326
0.0552764,0.0187879,296.306
0.0557789,0.0187879,296.283
0.0562814,0.0187879,296.259
0.0567839,0.0187879,296.232
0.0572864,0.0187879,296.204
0.0577889,0.0187879,296.173
0.0582915,0.0187879,296.14
0.058794,0.0187879,296.105
0.0592965,0.0187879,296.068
0.059799,0.0187879,296.029
0.0603015,0.0187879,295.987
0.060804,0.0187879,295.943
0.0613065,0.0187879,295.897
0.061809,0.0187879,295.848
0.0623116,0.0187879,295.797
0.0628141,0.0187879,295.744
0.0633166,0.0187879,295.688
0.0638191,0.0187879,295.629
0.0643216,0.0187879,295.568
0.0648241,0.0187879,295.504
0.0653266,0.0187879,295.437
0.0658291,0.0187879,295.368
0.0663317,0.0187879,295.296
0.0668342,0.0187879,295.223
0.0673367,0.0187879,295.15
0.0678392,0.0187879,295.08
0.0683417,0.0187879,295.011
0.0688442,0.0187879,294.945
0.0693467,0.0187879,294.881
0.0698492,0.0187879,294.819
0.0703518,0.0187879,294.759
0.0708543,0.0187879,294.701
0.0713568,0.0187879,294.645
0.0718593,0.0187879,294.591
0.0723618,0.0187879,294.538
0.0728643,0.0187879,294.487
0.0733668,0.0187879,294.438
0.0738693,0.0187879,294.391
0.0743719,0.0187879,294.345
0.0748744,0.0187879,294.301
0.0753769,0.0187879,294.258
0.0758794,0.0187879,294.216
0.0763819,0.0187879,294.176
0.0768844,0.0187879,294.138
0.0773869,0.0187879,294.101
0.0778894,0.0187879,294.065
0.078392,0.0187879,294.03
0.0788945,0.0187879,293.997
0.079397,0.0187879,293.964
0.0798995,0.0187879,293.933
0.080402,0.0187879,293.904
0.0809045,0.0187879,293.875
0.081407,0.0187879,293.847
0.0819095,0.0187879,293.821
0.0824121,0.0187879,293.795
0.0829146,0.0187879,293.771
0.0834171,0.0187879,293.747
0.0839196,0.0187879,293.725
0.0844221,0.0187879,293.703
0.0849246,0.0187879,293.682
0.0854271,0.0187879,293.662
0.0859296,0.0187879,293.644
0.0864322,0.0187879,293.625
0.0869347,0.0187879,293.608
0.0874372,0.0187879,293.592
0.0879397,0.0187879,293.576
0.0884422,0.0187879,293.561
0.0889447,0.0187879,293.547
0.0894472,0.0187879,293.533
0.0899497,0.0187879,293.521
0.0904523,0.0187879,293.509
0.0909548,0.0187879,293.497
0.0914573,0.0187879,293.487
0.0919598,0.0187879,293.477
0.0924623,0.0187879,293.467
0.0929648,0.0187879,293.459
0.0934673,0.0187879,293.451
0.0939698,0.0187879,293.443
0.0944724,0.0187879,293.436
0.0949749,0.0187879,293.43
0.0954774,0.0187879,293.424
0.0959799,0.0187879,293.419
0.0964824,0.0187879,293.415
0.0969849,0.0187879,293.411
0.0974874,0.0187879,293.407
0.0979899,0.0187879,293.405
0.0984925,0.0187879,293.402
0.098995,0.0187879,293.401
0.0994975,0.0187879,293.399
0.1,0.0187879,293.399
0,0.0193939,293.409
0.000502513,0.0193939,293.41
0.00100503,0.0193939,293.411
0.00150754,0.0193939,293.413
0.00201005,0.0193939,293.415
0.00251256,0.0193939,293.418
0.00301508,0.0193939,293.422
0.00351759,0.0193939,293.426
0.0040201,0.0193939,293.431
0.00452261,0.0193939,293.436
0.00502513,0.0193939,293.442
0.00552764,0.0193939,293.449
0.00603015,0.0193939,293.456
0.00653266,0.0193939,293.464
0.00703518,0.0193939,293.473
0.00753769,0.0193939,293.482
0.0080402,0.0193939,293.492
0.00854271,0.0193939,293.502
0.00904523,0.0193939,293.513
0.00954774,0.0193939,293.525
0.0100503,0.0193939,293.538
0.0105528,0.0193939,293.552
0.0110553,0.0193939,293.566
0.0115578,0.0193939,293.581
0.0120603,0.0193939,293.596
0.0125628,0.0193939,293.613
0.0130653,0.0193939,293.63
0.0135678,0.0193939,293.649
0.0140704,0.0193939,293.668
0.0145729,0.0193939,293.688
0.0150754,0.0193939,293.709
0.0155779,0.0193939,293.731
0.0160804,0.0193939,293.754
0.0165829,0.0193939,293.778
0.0170854,0.0193939,293.802
0.0175879,0.0193939,293.828
0.0180905,0.0193939,293.855
0.018593,0.0193939,293.884
0.0190955,0.0193939,293.913
0.019598,0.0193939,293.943
0.0201005,0.0193939,293.975
0.020603,0.0193939,294.008
0.0211055,0.0193939,294.042
0.021608,0.0193939,294.078
0.0221106,0.0193939,294.115
0.0226131,0.0193939,294.153
0.0231156,0.0193939,294.193
0.0236181,0.0193939,294.234
0.0241206,0.0193939,294.277
0.0246231,0.0193939,294.321
0.0251256,0.0193939,294.367
0.0256281,0.0193939,294.414
0.0261307,0.0193939,294.464
0.0266332,0.0193939,294.515
0.0271357,0.0193939,294.567
0.0276382,0.0193939,294.622
0.0281407,0.0193939,294.679
0.0286432,0.0193939,294.738
0.0291457,0.0193939,294.799
0.0296482,0.0193939,294.862
0.0301508,0.0193939,294.928
0.0306533,0.0193939,294.996
0.0311558,0.0193939,295.068
0.0316583,0.0193939,295.143
0.0321608,0.0193939,295.221
0.0326633,0.0193939,295.303
0.0331658,0.0193939,295.388
0.0336683,0.0193939,295.469
0.0341709,0.0193939,295.546
0.0346734,0.0193939,295.62
0.0351759,0.0193939,295.689
0.0356784,0.0193939,295.755
0.0361809,0.0193939,295.817
0.0366834,0.0193939,295.876
0.0371859,0.0193939,295.933
0.0376884,0.0193939,295.987
0.038191,0.0193939,296.038
0.0386935,0.0193939,296.086
0.039196,0.0193939,296.132
0.0396985,0.0193939,296.176
0.040201,0.0193939,296.217
0.0407035,0.0193939,296.256
0.041206,0.0193939,296.292
0.0417085,0.0193939,296.326
0.0422111,0.0193939,296.358
0.0427136,0.0193939,296.388
0.0432161,0.0193939,296.416
0.0437186,0.0193939,296.441
0.0442211,0.0193939,296.465
0.0447236,0.0193939,296.486
0.0452261,0.0193939,296.505
0.0457286,0.0193939,296.522
0.0462312,0.0193939,296.537
0.0467337,0.0193939,296.55
0.0472362,0.0193939,296.561
0.0477387,0.0193939,296.57
0.0482412,0.0193939,296.577
0.0487437,0.0193939,296.582
0.0492462,0.0193939,296.585
0.0497487,0.0193939,296.587
0.0502513,0.0193939,296.586
0.0507538,0.0193939,296.583
0.0512563,0.0193939,296.578
0.0517588,0.0193939,296.571
0.0522613,0.0193939,296.562
0.0527638,0.0193939,296.551
0.0532663,0.0193939,296.538
0.0537688,0.0193939,296.523
0.0542714,0.0193939,296.506
0.0547739,0.0193939,296.487
0.0552764,0.0193939,296.466
0.0557789,0.0193939,296.443
0.0562814,0.0193939,296.417
0.0567839,0.0193939,296.39
0.0572864,0.0193939,296.36
0.0577889,0.0193939,296.328
0.0582915,0.0193939,296.294
0.058794,0.0193939,296.258
0.0592965,0.0193939,296.219
0.059799,0.0193939,296.178
0.0603015,0.0193939,296.135
0.060804,0.0193939,296.089
0.0613065,0.0193939,296.04
0.061809,0.0193939,295.989
0.0623116,0.0193939,295.936
0.0628141,0.0193939,295.879
0.0633166,0.0193939,295.82
0.0638191,0.0193939,295.758
0.0643216,0.0193939,295.692
0.0648241,0.0193939,295.623
0.0653266,0.0193939,295.55
0.0658291,0.0193939,295.472
0.0663317,0.0193939,295.391
0.0668342,0.0193939,295.306
0.0673367,0.0193939,295.224
0.0678392,0.0193939,295.146
0.0683417,0.0193939,295.071
0.0688442,0.0193939,295
0.0693467,0.0193939,294.931
0.0698492,0.0193939,294.865
0.0703518,0.0193939,294.802
0.0708543,0.0193939,294.741
0.0713568,0.0193939,294.682
0.0718593,0.0193939,294.626
0.0723618,0.0193939,294.571
0.0728643,0.0193939,294.518
0.0733668,0.0193939,294.467
0.0738693,0.0193939,294.418
0.0743719,0.0193939,294.37
0.0748744,0.0193939,294.324
0.0753769,0.0193939,294.28
0.0758794,0.0193939,294.237
0.0763819,0.0193939,294.196
0.0768844,0.0193939,294.156
0.0773869,0.0193939,294.118
0.0778894,0.0193939,294.081
0.078392,0.0193939,294.045
0.0788945,0.0193939,294.011
0.079397,0.0193939,293.978
0.0798995,0.0193939,293.946
0.080402,0.0193939,293.916
0.0809045,0.0193939,293.886
0.081407,0.0193939,293.858
0.0819095,0.0193939,293.831
0.0824121,0.0193939,293.805
0.0829146,0.0193939,293.78
0.0834171,0.0193939,293.756
0.0839196,0.0193939,293.732
0.0844221,0.0193939,293.71
0.0849246,0.0193939,293.689
0.0854271,0.0193939,293.669
0.0859296,0.0193939,293.65
0.0864322,0.0193939,293.631
0.0869347,0.0193939,293.614
0.0874372,0.0193939,293.597
0.0879397,0.0193939,293.581
0.0884422,0.0193939,293.566
0.0889447,0.0193939,293.551
0.0894472,0.0193939,293.538
0.0899497,0.0193939,293.525
0.0904523,0.0193939,293.513
0.0909548,0.0193939,293.501
0.0914573,0.0193939,293.49
0.0919598,0.0193939,293.48
0.0924623,0.0193939,293.471
0.0929648,0.0193939,293.462
0.0934673,0.0193939,293.454
0.0939698,0.0193939,293.446
0.0944724,0.0193939,293.439
0.0949749,0.0193939,293.433
0.0954774,0.0193939,293.427
0.0959799,0.0193939,293.422
0.0964824,0.0193939,293.417
0.0969849,0.0193939,293.413
0.0974874,0.0193939,293.41
0.0979899,0.0193939,293.407
0.0984925,0.0193939,293.405
0.098995,0.0193939,293.403
0.0994975,0.0193939,293.402
0.1,0.0193939,293.401
0,0.02,293.411
0.000502513,0.02,293.412
0.00100503,0.02,293.413
0.00150754,0.02,293.415
0.00201005,0.02,293.418
0.00251256,0.02,293.421
0.00301508,0.02,293.424
0.00351759,0.02,293.429
0.0040201,0.02,293.433
0.00452261,0.02,293.439
0.00502513,0.02,293.445
0.00552764,0.02,293.452
0.00603015,0.02,293.459
0.00653266,0.02,293.467
0.00703518,0.02,293.476
0.00753769,0.02,293.485
0.0080402,0.02,293.495
0.00854271,0.02,293.506
0.00904523,0.02,293.517
0.00954774,0.02,293.529
0.0100503,0.02,293.542
0.0105528,0.02,293.556
0.0110553,0.02,293.57
0.0115578,0.02,293.586
0.0120603,0.02,293.602
0.0125628,0.02,293.618
0.0130653,0.02,293.636
0.0135678,0.02,293.655
0.0140704,0.02,293.674
0.0145729,0.02,293.695
0.0150754,0.02,293.716
0.0155779,0.02,293.738
0.0160804,0.02,293.762
0.0165829,0.02,293.786
0.0170854,0.02,293.812
0.0175879,0.02,293.838
0.0180905,0.02,293.866
0.018593,0.02,293.895
0.0190955,0.02,293.925
0.019598,0.02,293.956
0.0201005,0.02,293.988
0.020603,0.02,294.022
0.0211055,0.02,294.057
0.021608,0.02,294.094
0.0221106,0.02,294.131
0.0226131,0.02,294.171
0.0231156,0.02,294.212
0.0236181,0.02,294.254
0.0241206,0.02,294.298
0.0246231,0.02,294.344
0.0251256,0.02,294.391
0.0256281,0.02,294.44
0.0261307,0.02,294.492
0.0266332,0.02,294.544
0.0271357,0.02,294.599
0.0276382,0.02,294.656
0.0281407,0.02,294.716
0.0286432,0.02,294.777
0.0291457,0.02,294.841
0.0296482,0.02,294.908
0.0301508,0.02,294.978
0.0306533,0.02,295.051
0.0311558,0.02,295.128
0.0316583,0.02,295.209
0.0321608,0.02,295.296
0.0326633,0.02,295.391
0.0331658,0.02,295.497
0.0336683,0.02,295.591
0.0341709,0.02,295.677
0.0346734,0.02,295.757
0.0351759,0.02,295.831
0.0356784,0.02,295.902
0.0361809,0.02,295.968
0.0366834,0.02,296.031
0.0371859,0.02,296.09
0.0376884,0.02,296.147
0.038191,0.02,296.2
0.0386935,0.02,296.251
0.039196,0.02,296.299
0.0396985,0.02,296.344
0.040201,0.02,296.387
0.0407035,0.02,296.427
0.041206,0.02,296.465
0.0417085,0.02,296.501
0.0422111,0.02,296.534
0.0427136,0.02,296.565
0.0432161,0.02,296.593
0.0437186,0.02,296.62
0.0442211,0.02,296.644
0.0447236,0.02,296.666
0.0452261,0.02,296.685
0.0457286,0.02,296.703
0.0462312,0.02,296.719
0.0467337,0.02,296.732
0.0472362,0.02,296.744
0.0477387,0.02,296.753
0.0482412,0.02,296.76
0.0487437,0.02,296.765
0.0492462,0.02,296.768
0.0497487,0.02,296.769
0.0502513,0.02,296.769
0.0507538,0.02,296.766
0.0512563,0.02,296.76
0.0517588,0.02,296.753
0.0522613,0.02,296.744
0.0527638,0.02,296.733
0.0532663,0.02,296.72
0.0537688,0.02,296.704
0.0542714,0.02,296.687
0.0547739,0.02,296.667
0.0552764,0.02,296.645
0.0557789,0.02,296.621
0.0562814,0.02,296.595
0.0567839,0.02,296.566
0.0572864,0.02,296.536
0.0577889,0.02,296.502
0.0582915,0.02,296.467
0.058794,0.02,296.429
0.0592965,0.02,296.389
0.059799,0.02,296.346
0.0603015,0.02,296.301
0.060804,0.02,296.253
0.0613065,0.02,296.203
0.061809,0.02,296.149
0.0623116,0.02,296.093
0.0628141,0.02,296.034
0.0633166,0.02,295.971
0.0638191,0.02,295.905
0.0643216,0.02,295.834
0.0648241,0.02,295.76
0.0653266,0.02,295.68
0.0658291,0.02,295.594
0.0663317,0.02,295.5
0.0668342,0.02,295.394
0.0673367,0.02,295.299
0.0678392,0.02,295.212
0.0683417,0.02,295.131
0.0688442,0.02,295.054
0.0693467,0.02,294.981
0.0698492,0.02,294.911
0.0703518,0.02,294.845
0.0708543,0.02,294.781
0.0713568,0.02,294.719
0.0718593,0.02,294.66
0.0723618,0.02,294.603
0.0728643,0.02,294.548
0.0733668,0.02,294.495
0.0738693,0.02,294.444
0.0743719,0.02,294.395
0.0748744,0.02,294.347
0.0753769,0.02,294.301
0.0758794,0.02,294.257
0.0763819,0.02,294.215
0.0768844,0.02,294.174
0.0773869,0.02,294.135
0.0778894,0.02,294.097
0.078392,0.02,294.06
0.0788945,0.02,294.025
0.079397,0.02,293.991
0.0798995,0.02,293.958
0.080402,0.02,293.927
0.0809045,0.02,293.897
0.081407,0.02,293.868
0.0819095,0.02,293.84
0.0824121,0.02,293.814
0.0829146,0.02,293.788
0.0834171,0.02,293.764
0.0839196,0.02,293.74
0.0844221,0.02,293.718
0.0849246,0.02,293.696
0.0854271,0.02,293.676
0.0859296,0.02,293.656
0.0864322,0.02,293.637
0.0869347,0.02,293.619
0.0874372,0.02,293.602
0.0879397,0.02,293.586
0.0884422,0.02,293.57
0.0889447,0.02,293.556
0.0894472,0.02,293.542
0.0899497,0.02,293.529
0.0904523,0.02,293.516
0.0909548,0.02,293.505
0.0914573,0.02,293.494
0.0919598,0.02,293.483
0.0924623,0.02,293.474
0.0929648,0.02,293.465
0.0934673,0.02,293.456
0.0939698,0.02,293.449
0.0944724,0.02,293.442
0.0949749,0.02,293.435
0.0954774,0.02,293.429
0.0959799,0.02,293.424
0.0964824,0.02,293.419
0.0969849,0.02,293.415
0.0974874,0.02,293.412
0.0979899,0.02,293.409
0.0984925,0.02,293.407
0.098995,0.02,293.405
0.0994975,0.02,293.404
0.1,0.02,293.403
0,0.0206061,293.413
0.000502513,0.0206061,293.414
0.00100503,0.0206061,293.415
0.00150754,0.0206061,293.417
0.00201005,0.0206061,293.42
0.00251256,0.0206061,293.423
0.00301508,0.0206061,293.427
0.00351759,0.0206061,293.431
0.0040201,0.0206061,293.436
0.00452261,0.0206061,293.441
0.00502513,0.0206061,293.448
0.00552764,0.0206061,293.454
0.00603015,0.0206061,293.462
0.00653266,0.0206061,293.47
0.00703518,0.0206061,293.479
0.00753769,0.0206061,293.488
0.0080402,0.0206061,293.498
0.00854271,0.0206061,293.509
0.00904523,0.0206061,293.521
0.00954774,0.0206061,293.533
0.0100503,0.0206061,293.546
0.0105528,0.0206061,293.56
0.0110553,0.0206061,293.575
0.0115578,0.0206061,293.59
0.0120603,0.0206061,293.607
0.0125628,0.0206061,293.624
0.0130653,0.0206061,293.642
0.0135678,0.0206061,293.661
0.0140704,0.0206061,293.68
0.0145729,0.0206061,293.701
0.0150754,0.0206061,293.723
0.0155779,0.0206061,293.746
0.0160804,0.0206061,293.77
0.0165829,0.0206061,293.794
0.0170854,0.0206061,293.82
0.0175879,0.0206061,293.847
0.0180905,0.0206061,293.876
0.018593,0.0206061,293.905
0.0190955,0.0206061,293.936
0.019598,0.0206061,293.968
0.0201005,0.0206061,294.001
0.020603,0.0206061,294.035
0.0211055,0.0206061,294.071
0.021608,0.0206061,294.109
0.0221106,0.0206061,294.148
0.0226131,0.0206061,294.188
0.0231156,0.0206061,294.23
0.0236181,0.0206061,294.274
0.0241206,0.0206061,294.319
0.0246231,0.0206061,294.366
0.0251256,0.0206061,294.415
0.0256281,0.0206061,294.466
0.0261307,0.0206061,294.519
0.0266332,0.0206061,294.574
0.0271357,0.0206061,294.631
0.0276382,0.0206061,294.69
0.0281407,0.0206061,294.752
0.0286432,0.0206061,294.816
0.0291457,0.0206061,294.883
0.0296482,0.0206061,294.953
0.0301508,0.0206061,295.026
0.0306533,0.0206061,295.104
0.0311558,0.0206061,295.186
0.0316583,0.0206061,295.273
0.0321608,0.0206061,295.368
0.0326633,0.0206061,295.472
0.0331658,0.0206061,295.59
0.0336683,0.0206061,295.694
0.0341709,0.0206061,295.787
0.0346734,0.0206061,295.873
0.0351759,0.0206061,295.953
0.0356784,0.0206061,296.027
0.0361809,0.0206061,296.097
0.0366834,0.0206061,296.163
0.0371859,0.0206061,296.226
0.0376884,0.0206061,296.285
0.038191,0.0206061,296.341
0.0386935,0.0206061,296.394
0.039196,0.0206061,296.443
0.0396985,0.0206061,296.491
0.040201,0.0206061,296.535
0.0407035,0.0206061,296.577
0.041206,0.0206061,296.616
0.0417085,0.0206061,296.653
0.0422111,0.0206061,296.687
0.0427136,0.0206061,296.719
0.0432161,0.0206061,296.749
0.0437186,0.0206061,296.776
0.0442211,0.0206061,296.801
0.0447236,0.0206061,296.823
0.0452261,0.0206061,296.844
