x,z,T
0.0371859,0.00183673,296.751
0.0376884,0.00183673,296.827
0.038191,0.00183673,296.899
0.0386935,0.00183673,296.968
0.039196,0.00183673,297.032
0.0396985,0.00183673,297.093
0.040201,0.00183673,297.15
0.0407035,0.00183673,297.203
0.041206,0.00183673,297.253
0.0417085,0.00183673,297.3
0.0422111,0.00183673,297.343
0.0427136,0.00183673,297.384
0.0432161,0.00183673,297.421
0.0437186,0.00183673,297.455
0.0442211,0.00183673,297.486
0.0447236,0.00183673,297.514
0.0452261,0.00183673,297.54
0.0457286,0.00183673,297.562
0.0462312,0.00183673,297.582
0.0467337,0.00183673,297.599
0.0472362,0.00183673,297.614
0.0477387,0.00183673,297.625
0.0482412,0.00183673,297.635
0.0487437,0.00183673,297.641
0.0492462,0.00183673,297.645
0.0497487,0.00183673,297.646
0.0502513,0.00183673,297.645
0.0507538,0.00183673,297.641
0.0512563,0.00183673,297.635
0.0517588,0.00183673,297.626
0.0522613,0.00183673,297.614
0.0527638,0.00183673,297.6
0.0532663,0.00183673,297.583
0.0537688,0.00183673,297.563
0.0542714,0.00183673,297.541
0.0547739,0.00183673,297.515
0.0552764,0.00183673,297.487
0.0557789,0.00183673,297.456
0.0562814,0.00183673,297.422
0.0567839,0.00183673,297.385
0.0572864,0.00183673,297.345
0.0577889,0.00183673,297.302
0.0582915,0.00183673,297.255
0.058794,0.00183673,297.205
0.0592965,0.00183673,297.152
0.059799,0.00183673,297.095
0.0603015,0.00183673,297.035
0.060804,0.00183673,296.97
0.0613065,0.00183673,296.902
0.061809,0.00183673,296.83
0.0623116,0.00183673,296.754
0.0628141,0.00183673,296.673
0.0633166,0.00183673,296.589
0.0638191,0.00183673,296.5
0.0643216,0.00183673,296.407
0.0648241,0.00183673,296.309
0.0653266,0.00183673,296.208
0.0658291,0.00183673,296.104
0.0663317,0.00183673,295.997
0.0668342,0.00183673,295.889
0.0673367,0.00183673,295.781
0.0678392,0.00183673,295.676
0.0683417,0.00183673,295.573
0.0688442,0.00183673,295.473
0.0693467,0.00183673,295.377
0.0698492,0.00183673,295.284
0.0703518,0.00183673,295.195
0.0708543,0.00183673,295.109
0.0713568,0.00183673,295.027
0.0718593,0.00183673,294.948
0.0723618,0.00183673,294.873
0.0728643,0.00183673,294.801
0.0733668,0.00183673,294.732
0.0738693,0.00183673,294.666
0.0743719,0.00183673,294.602
0.0748744,0.00183673,294.541
0.0753769,0.00183673,294.483
0.0758794,0.00183673,294.428
0.0763819,0.00183673,294.374
0.0768844,0.00183673,294.323
0.0773869,0.00183673,294.274
0.0778894,0.00183673,294.227
0.078392,0.00183673,294.183
0.0788945,0.00183673,294.14
0.079397,0.00183673,294.099
0.0798995,0.00183673,294.059
0.080402,0.00183673,294.022
0.0809045,0.00183673,293.986
0.081407,0.00183673,293.951
0.0819095,0.00183673,293.919
0.0824121,0.00183673,293.887
0.0829146,0.00183673,293.857
0.0834171,0.00183673,293.828
0.0839196,0.00183673,293.801
0.0844221,0.00183673,293.775
0.0849246,0.00183673,293.75
0.0854271,0.00183673,293.726
0.0859296,0.00183673,293.703
0.0864322,0.00183673,293.682
0.0869347,0.00183673,293.661
0.0874372,0.00183673,293.642
0.0879397,0.00183673,293.623
0.0884422,0.00183673,293.606
0.0889447,0.00183673,293.589
0.0894472,0.00183673,293.573
0.0899497,0.00183673,293.559
0.0904523,0.00183673,293.545
0.0909548,0.00183673,293.531
0.0914573,0.00183673,293.519
0.0919598,0.00183673,293.508
0.0924623,0.00183673,293.497
0.0929648,0.00183673,293.487
0.0934673,0.00183673,293.477
0.0939698,0.00183673,293.469
0.0944724,0.00183673,293.461
0.0949749,0.00183673,293.454
0.0954774,0.00183673,293.447
0.0959799,0.00183673,293.442
0.0964824,0.00183673,293.436
0.0969849,0.00183673,293.432
0.0974874,0.00183673,293.428
0.0979899,0.00183673,293.425
0.0984925,0.00183673,293.422
0.098995,0.00183673,293.42
0.0994975,0.00183673,293.419
0.1,0.00183673,293.418
0,0.00204082,293.428
0.000502513,0.00204082,293.429
0.00100503,0.00204082,293.43
0.00150754,0.00204082,293.432
0.00201005,0.00204082,293.435
0.00251256,0.00204082,293.438
0.00301508,0.00204082,293.442
0.00351759,0.00204082,293.447
0.0040201,0.00204082,293.452
0.00452261,0.00204082,293.458
0.00502513,0.00204082,293.465
0.00552764,0.00204082,293.473
0.00603015,0.00204082,293.481
0.00653266,0.00204082,293.49
0.00703518,0.00204082,293.5
0.00753769,0.00204082,293.51
0.0080402,0.00204082,293.521
0.00854271,0.00204082,293.533
0.00904523,0.00204082,293.546
0.00954774,0.00204082,293.56
0.0100503,0.00204082,293.574
0.0105528,0.00204082,293.59
0.0110553,0.00204082,293.606
0.0115578,0.00204082,293.624
0.0120603,0.00204082,293.642
0.0125628,0.00204082,293.661
0.0130653,0.00204082,293.682
0.0135678,0.00204082,293.703
0.0140704,0.00204082,293.726
0.0145729,0.00204082,293.749
0.0150754,0.00204082,293.774
0.0155779,0.00204082,293.8
0.0160804,0.00204082,293.827
0.0165829,0.00204082,293.856
0.0170854,0.00204082,293.886
0.0175879,0.00204082,293.917
0.0180905,0.00204082,293.95
0.018593,0.00204082,293.984
0.0190955,0.00204082,294.02
0.019598,0.00204082,294.058
0.0201005,0.00204082,294.097
0.020603,0.00204082,294.138
0.0211055,0.00204082,294.181
0.021608,0.00204082,294.226
0.0221106,0.00204082,294.272
0.0226131,0.00204082,294.321
0.0231156,0.00204082,294.372
0.0236181,0.00204082,294.426
0.0241206,0.00204082,294.481
0.0246231,0.00204082,294.539
0.0251256,0.00204082,294.6
0.0256281,0.00204082,294.664
0.0261307,0.00204082,294.73
0.0266332,0.00204082,294.799
0.0271357,0.00204082,294.872
0.0276382,0.00204082,294.947
0.0281407,0.00204082,295.026
0.0286432,0.00204082,295.108
0.0291457,0.00204082,295.194
0.0296482,0.00204082,295.284
0.0301508,0.00204082,295.377
0.0306533,0.00204082,295.474
0.0311558,0.00204082,295.575
0.0316583,0.00204082,295.679
0.0321608,0.00204082,295.786
0.0326633,0.00204082,295.896
0.0331658,0.00204082,296.006
0.0336683,0.00204082,296.115
0.0341709,0.00204082,296.221
0.0346734,0.00204082,296.323
0.0351759,0.00204082,296.421
0.0356784,0.00204082,296.515
0.0361809,0.00204082,296.604
0.0366834,0.00204082,296.69
0.0371859,0.00204082,296.77
0.0376884,0.00204082,296.847
0.038191,0.00204082,296.919
0.0386935,0.00204082,296.988
0.039196,0.00204082,297.052
0.0396985,0.00204082,297.113
0.040201,0.00204082,297.17
0.0407035,0.00204082,297.224
0.041206,0.00204082,297.274
0.0417085,0.00204082,297.32
0.0422111,0.00204082,297.364
0.0427136,0.00204082,297.404
0.0432161,0.00204082,297.441
0.0437186,0.00204082,297.475
0.0442211,0.00204082,297.507
0.0447236,0.00204082,297.535
0.0452261,0.00204082,297.56
0.0457286,0.00204082,297.583
0.0462312,0.00204082,297.603
0.0467337,0.00204082,297.62
0.0472362,0.00204082,297.634
0.0477387,0.00204082,297.646
0.0482412,0.00204082,297.655
0.0487437,0.00204082,297.662
0.0492462,0.00204082,297.666
0.0497487,0.00204082,297.667
0.0502513,0.00204082,297.666
0.0507538,0.00204082,297.662
0.0512563,0.00204082,297.656
0.0517588,0.00204082,297.647
0.0522613,0.00204082,297.635
0.0527638,0.00204082,297.621
0.0532663,0.00204082,297.604
0.0537688,0.00204082,297.584
0.0542714,0.00204082,297.561
0.0547739,0.00204082,297.536
0.0552764,0.00204082,297.508
0.0557789,0.00204082,297.477
0.0562814,0.00204082,297.443
0.0567839,0.00204082,297.406
0.0572864,0.00204082,297.366
0.0577889,0.00204082,297.322
0.0582915,0.00204082,297.276
0.058794,0.00204082,297.226
0.0592965,0.00204082,297.172
0.059799,0.00204082,297.115
0.0603015,0.00204082,297.055
0.060804,0.00204082,296.99
0.0613065,0.00204082,296.922
0.061809,0.00204082,296.85
0.0623116,0.00204082,296.773
0.0628141,0.00204082,296.692
0.0633166,0.00204082,296.607
0.0638191,0.00204082,296.518
0.0643216,0.00204082,296.424
0.0648241,0.00204082,296.326
0.0653266,0.00204082,296.224
0.0658291,0.00204082,296.118
0.0663317,0.00204082,296.009
0.0668342,0.00204082,295.899
0.0673367,0.00204082,295.789
0.0678392,0.00204082,295.682
0.0683417,0.00204082,295.578
0.0688442,0.00204082,295.477
0.0693467,0.00204082,295.38
0.0698492,0.00204082,295.287
0.0703518,0.00204082,295.198
0.0708543,0.00204082,295.112
0.0713568,0.00204082,295.029
0.0718593,0.00204082,294.951
0.0723618,0.00204082,294.875
0.0728643,0.00204082,294.803
0.0733668,0.00204082,294.733
0.0738693,0.00204082,294.667
0.0743719,0.00204082,294.604
0.0748744,0.00204082,294.543
0.0753769,0.00204082,294.485
0.0758794,0.00204082,294.429
0.0763819,0.00204082,294.375
0.0768844,0.00204082,294.324
0.0773869,0.00204082,294.275
0.0778894,0.00204082,294.229
0.078392,0.00204082,294.184
0.0788945,0.00204082,294.141
0.079397,0.00204082,294.1
0.0798995,0.00204082,294.06
0.080402,0.00204082,294.023
0.0809045,0.00204082,293.987
0.081407,0.00204082,293.952
0.0819095,0.00204082,293.919
0.0824121,0.00204082,293.888
0.0829146,0.00204082,293.858
0.0834171,0.00204082,293.829
0.0839196,0.00204082,293.802
0.0844221,0.00204082,293.775
0.0849246,0.00204082,293.75
0.0854271,0.00204082,293.727
0.0859296,0.00204082,293.704
0.0864322,0.00204082,293.682
0.0869347,0.00204082,293.662
0.0874372,0.00204082,293.642
0.0879397,0.00204082,293.624
0.0884422,0.00204082,293.606
0.0889447,0.00204082,293.59
0.0894472,0.00204082,293.574
0.0899497,0.00204082,293.559
0.0904523,0.00204082,293.545
0.0909548,0.00204082,293.532
0.0914573,0.00204082,293.519
0.0919598,0.00204082,293.508
0.0924623,0.00204082,293.497
0.0929648,0.00204082,293.487
0.0934673,0.00204082,293.478
0.0939698,0.00204082,293.469
0.0944724,0.00204082,293.461
0.0949749,0.00204082,293.454
0.0954774,0.00204082,293.448
0.0959799,0.00204082,293.442
0.0964824,0.00204082,293.437
0.0969849,0.00204082,293.432
0.0974874,0.00204082,293.428
0.0979899,0.00204082,293.425
0.0984925,0.00204082,293.423
0.098995,0.00204082,293.421
0.0994975,0.00204082,293.419
0.1,0.00204082,293.419
0,0.0022449,293.428
0.000502513,0.0022449,293.429
0.00100503,0.0022449,293.43
0.00150754,0.0022449,293.432
0.00201005,0.0022449,293.435
0.00251256,0.0022449,293.438
0.00301508,0.0022449,293.442
0.00351759,0.0022449,293.447
0.0040201,0.0022449,293.453
0.00452261,0.0022449,293.459
0.00502513,0.0022449,293.465
0.00552764,0.0022449,293.473
0.00603015,0.0022449,293.481
0.00653266,0.0022449,293.49
0.00703518,0.0022449,293.5
0.00753769,0.0022449,293.51
0.0080402,0.0022449,293.522
0.00854271,0.0022449,293.534
0.00904523,0.0022449,293.547
0.00954774,0.0022449,293.56
0.0100503,0.0022449,293.575
0.0105528,0.0022449,293.59
0.0110553,0.0022449,293.607
0.0115578,0.0022449,293.624
0.0120603,0.0022449,293.643
0.0125628,0.0022449,293.662
0.0130653,0.0022449,293.682
0.0135678,0.0022449,293.704
0.0140704,0.0022449,293.726
0.0145729,0.0022449,293.75
0.0150754,0.0022449,293.775
0.0155779,0.0022449,293.801
0.0160804,0.0022449,293.828
0.0165829,0.0022449,293.857
0.0170854,0.0022449,293.887
0.0175879,0.0022449,293.918
0.0180905,0.0022449,293.951
0.018593,0.0022449,293.985
0.0190955,0.0022449,294.021
0.019598,0.0022449,294.059
0.0201005,0.0022449,294.098
0.020603,0.0022449,294.139
0.0211055,0.0022449,294.182
0.021608,0.0022449,294.227
0.0221106,0.0022449,294.273
0.0226131,0.0022449,294.322
0.0231156,0.0022449,294.373
0.0236181,0.0022449,294.427
0.0241206,0.0022449,294.483
0.0246231,0.0022449,294.541
0.0251256,0.0022449,294.602
0.0256281,0.0022449,294.665
0.0261307,0.0022449,294.732
0.0266332,0.0022449,294.801
0.0271357,0.0022449,294.873
0.0276382,0.0022449,294.949
0.0281407,0.0022449,295.028
0.0286432,0.0022449,295.111
0.0291457,0.0022449,295.197
0.0296482,0.0022449,295.287
0.0301508,0.0022449,295.381
0.0306533,0.0022449,295.478
0.0311558,0.0022449,295.58
0.0316583,0.0022449,295.686
0.0321608,0.0022449,295.794
0.0326633,0.0022449,295.906
0.0331658,0.0022449,296.019
0.0336683,0.0022449,296.13
0.0341709,0.0022449,296.237
0.0346734,0.0022449,296.341
0.0351759,0.0022449,296.44
0.0356784,0.0022449,296.535
0.0361809,0.0022449,296.625
0.0366834,0.0022449,296.71
0.0371859,0.0022449,296.791
0.0376884,0.0022449,296.868
0.038191,0.0022449,296.941
0.0386935,0.0022449,297.009
0.039196,0.0022449,297.074
0.0396985,0.0022449,297.135
0.040201,0.0022449,297.192
0.0407035,0.0022449,297.246
0.041206,0.0022449,297.296
0.0417085,0.0022449,297.342
0.0422111,0.0022449,297.386
0.0427136,0.0022449,297.426
0.0432161,0.0022449,297.463
0.0437186,0.0022449,297.498
0.0442211,0.0022449,297.529
0.0447236,0.0022449,297.557
0.0452261,0.0022449,297.583
0.0457286,0.0022449,297.605
0.0462312,0.0022449,297.625
0.0467337,0.0022449,297.642
0.0472362,0.0022449,297.657
0.0477387,0.0022449,297.669
0.0482412,0.0022449,297.678
0.0487437,0.0022449,297.684
0.0492462,0.0022449,297.688
0.0497487,0.0022449,297.69
0.0502513,0.0022449,297.688
0.0507538,0.0022449,297.685
0.0512563,0.0022449,297.678
0.0517588,0.0022449,297.669
0.0522613,0.0022449,297.657
0.0527638,0.0022449,297.643
0.0532663,0.0022449,297.626
0.0537688,0.0022449,297.606
0.0542714,0.0022449,297.584
0.0547739,0.0022449,297.558
0.0552764,0.0022449,297.53
0.0557789,0.0022449,297.499
0.0562814,0.0022449,297.465
0.0567839,0.0022449,297.428
0.0572864,0.0022449,297.388
0.0577889,0.0022449,297.344
0.0582915,0.0022449,297.298
0.058794,0.0022449,297.248
0.0592965,0.0022449,297.194
0.059799,0.0022449,297.137
0.0603015,0.0022449,297.076
0.060804,0.0022449,297.012
0.0613065,0.0022449,296.943
0.061809,0.0022449,296.871
0.0623116,0.0022449,296.794
0.0628141,0.0022449,296.713
0.0633166,0.0022449,296.628
0.0638191,0.0022449,296.538
0.0643216,0.0022449,296.443
0.0648241,0.0022449,296.344
0.0653266,0.0022449,296.24
0.0658291,0.0022449,296.133
0.0663317,0.0022449,296.022
0.0668342,0.0022449,295.909
0.0673367,0.0022449,295.798
0.0678392,0.0022449,295.689
0.0683417,0.0022449,295.583
0.0688442,0.0022449,295.482
0.0693467,0.0022449,295.384
0.0698492,0.0022449,295.29
0.0703518,0.0022449,295.2
0.0708543,0.0022449,295.114
0.0713568,0.0022449,295.032
0.0718593,0.0022449,294.952
0.0723618,0.0022449,294.877
0.0728643,0.0022449,294.804
0.0733668,0.0022449,294.735
0.0738693,0.0022449,294.669
0.0743719,0.0022449,294.605
0.0748744,0.0022449,294.544
0.0753769,0.0022449,294.486
0.0758794,0.0022449,294.43
0.0763819,0.0022449,294.377
0.0768844,0.0022449,294.325
0.0773869,0.0022449,294.277
0.0778894,0.0022449,294.23
0.078392,0.0022449,294.185
0.0788945,0.0022449,294.142
0.079397,0.0022449,294.101
0.0798995,0.0022449,294.061
0.080402,0.0022449,294.024
0.0809045,0.0022449,293.988
0.081407,0.0022449,293.953
0.0819095,0.0022449,293.92
0.0824121,0.0022449,293.889
0.0829146,0.0022449,293.859
0.0834171,0.0022449,293.83
0.0839196,0.0022449,293.802
0.0844221,0.0022449,293.776
0.0849246,0.0022449,293.751
0.0854271,0.0022449,293.727
0.0859296,0.0022449,293.705
0.0864322,0.0022449,293.683
0.0869347,0.0022449,293.662
0.0874372,0.0022449,293.643
0.0879397,0.0022449,293.624
0.0884422,0.0022449,293.607
0.0889447,0.0022449,293.59
0.0894472,0.0022449,293.574
0.0899497,0.0022449,293.559
0.0904523,0.0022449,293.545
0.0909548,0.0022449,293.532
0.0914573,0.0022449,293.52
0.0919598,0.0022449,293.508
0.0924623,0.0022449,293.497
0.0929648,0.0022449,293.487
0.0934673,0.0022449,293.478
0.0939698,0.0022449,293.47
0.0944724,0.0022449,293.462
0.0949749,0.0022449,293.454
0.0954774,0.0022449,293.448
0.0959799,0.0022449,293.442
0.0964824,0.0022449,293.437
0.0969849,0.0022449,293.432
0.0974874,0.0022449,293.429
0.0979899,0.0022449,293.425
0.0984925,0.0022449,293.423
0.098995,0.0022449,293.421
0.0994975,0.0022449,293.42
0.1,0.0022449,293.419
0,0.00244898,293.428
0.000502513,0.00244898,293.429
0.00100503,0.00244898,293.431
0.00150754,0.00244898,293.433
0.00201005,0.00244898,293.435
0.00251256,0.00244898,293.439
0.00301508,0.00244898,293.443
0.00351759,0.00244898,293.447
0.0040201,0.00244898,293.453
0.00452261,0.00244898,293.459
0.00502513,0.00244898,293.466
0.00552764,0.00244898,293.473
0.00603015,0.00244898,293.482
0.00653266,0.00244898,293.49
0.00703518,0.00244898,293.5
0.00753769,0.00244898,293.511
0.0080402,0.00244898,293.522
0.00854271,0.00244898,293.534
0.00904523,0.00244898,293.547
0.00954774,0.00244898,293.561
0.0100503,0.00244898,293.575
0.0105528,0.00244898,293.591
0.0110553,0.00244898,293.607
0.0115578,0.00244898,293.625
0.0120603,0.00244898,293.643
0.0125628,0.00244898,293.662
0.0130653,0.00244898,293.683
0.0135678,0.00244898,293.704
0.0140704,0.00244898,293.727
0.0145729,0.00244898,293.75
0.0150754,0.00244898,293.775
0.0155779,0.00244898,293.801
0.0160804,0.00244898,293.829
0.0165829,0.00244898,293.857
0.0170854,0.00244898,293.887
0.0175879,0.00244898,293.919
0.0180905,0.00244898,293.951
0.018593,0.00244898,293.986
0.0190955,0.00244898,294.022
0.019598,0.00244898,294.059
0.0201005,0.00244898,294.099
0.020603,0.00244898,294.14
0.0211055,0.00244898,294.183
0.021608,0.00244898,294.228
0.0221106,0.00244898,294.274
0.0226131,0.00244898,294.323
0.0231156,0.00244898,294.374
0.0236181,0.00244898,294.428
0.0241206,0.00244898,294.484
0.0246231,0.00244898,294.542
0.0251256,0.00244898,294.603
0.0256281,0.00244898,294.667
0.0261307,0.00244898,294.733
0.0266332,0.00244898,294.802
0.0271357,0.00244898,294.875
0.0276382,0.00244898,294.951
0.0281407,0.00244898,295.03
0.0286432,0.00244898,295.113
0.0291457,0.00244898,295.199
0.0296482,0.00244898,295.29
0.0301508,0.00244898,295.384
0.0306533,0.00244898,295.483
0.0311558,0.00244898,295.585
0.0316583,0.00244898,295.692
0.0321608,0.00244898,295.803
0.0326633,0.00244898,295.917
0.0331658,0.00244898,296.033
0.0336683,0.00244898,296.146
0.0341709,0.00244898,296.255
0.0346734,0.00244898,296.36
0.0351759,0.00244898,296.461
0.0356784,0.00244898,296.556
0.0361809,0.00244898,296.647
0.0366834,0.00244898,296.733
0.0371859,0.00244898,296.814
0.0376884,0.00244898,296.891
0.038191,0.00244898,296.964
0.0386935,0.00244898,297.033
0.039196,0.00244898,297.097
0.0396985,0.00244898,297.158
0.040201,0.00244898,297.215
0.0407035,0.00244898,297.269
0.041206,0.00244898,297.319
0.0417085,0.00244898,297.366
0.0422111,0.00244898,297.41
0.0427136,0.00244898,297.45
0.0432161,0.00244898,297.487
0.0437186,0.00244898,297.521
0.0442211,0.00244898,297.553
0.0447236,0.00244898,297.581
0.0452261,0.00244898,297.606
0.0457286,0.00244898,297.629
0.0462312,0.00244898,297.649
0.0467337,0.00244898,297.666
0.0472362,0.00244898,297.681
0.0477387,0.00244898,297.693
0.0482412,0.00244898,297.702
0.0487437,0.00244898,297.708
0.0492462,0.00244898,297.712
0.0497487,0.00244898,297.714
0.0502513,0.00244898,297.712
0.0507538,0.00244898,297.709
0.0512563,0.00244898,297.702
0.0517588,0.00244898,297.693
0.0522613,0.00244898,297.681
0.0527638,0.00244898,297.667
0.0532663,0.00244898,297.65
0.0537688,0.00244898,297.63
0.0542714,0.00244898,297.608
0.0547739,0.00244898,297.582
0.0552764,0.00244898,297.554
0.0557789,0.00244898,297.523
0.0562814,0.00244898,297.489
0.0567839,0.00244898,297.452
0.0572864,0.00244898,297.411
0.0577889,0.00244898,297.368
0.0582915,0.00244898,297.321
0.058794,0.00244898,297.271
0.0592965,0.00244898,297.218
0.059799,0.00244898,297.161
0.0603015,0.00244898,297.1
0.060804,0.00244898,297.035
0.0613065,0.00244898,296.966
0.061809,0.00244898,296.894
0.0623116,0.00244898,296.817
0.0628141,0.00244898,296.735
0.0633166,0.00244898,296.65
0.0638191,0.00244898,296.559
0.0643216,0.00244898,296.464
0.0648241,0.00244898,296.364
0.0653266,0.00244898,296.259
0.0658291,0.00244898,296.149
0.0663317,0.00244898,296.036
0.0668342,0.00244898,295.92
0.0673367,0.00244898,295.806
0.0678392,0.00244898,295.696
0.0683417,0.00244898,295.589
0.0688442,0.00244898,295.486
0.0693467,0.00244898,295.388
0.0698492,0.00244898,295.293
0.0703518,0.00244898,295.203
0.0708543,0.00244898,295.116
0.0713568,0.00244898,295.034
0.0718593,0.00244898,294.954
0.0723618,0.00244898,294.879
0.0728643,0.00244898,294.806
0.0733668,0.00244898,294.736
0.0738693,0.00244898,294.67
0.0743719,0.00244898,294.606
0.0748744,0.00244898,294.545
0.0753769,0.00244898,294.487
0.0758794,0.00244898,294.431
0.0763819,0.00244898,294.378
0.0768844,0.00244898,294.327
0.0773869,0.00244898,294.278
0.0778894,0.00244898,294.231
0.078392,0.00244898,294.186
0.0788945,0.00244898,294.143
0.079397,0.00244898,294.101
0.0798995,0.00244898,294.062
0.080402,0.00244898,294.024
0.0809045,0.00244898,293.988
0.081407,0.00244898,293.954
0.0819095,0.00244898,293.921
0.0824121,0.00244898,293.889
0.0829146,0.00244898,293.859
0.0834171,0.00244898,293.83
0.0839196,0.00244898,293.803
0.0844221,0.00244898,293.777
0.0849246,0.00244898,293.752
0.0854271,0.00244898,293.728
0.0859296,0.00244898,293.705
0.0864322,0.00244898,293.683
0.0869347,0.00244898,293.663
0.0874372,0.00244898,293.643
0.0879397,0.00244898,293.625
0.0884422,0.00244898,293.607
0.0889447,0.00244898,293.59
0.0894472,0.00244898,293.575
0.0899497,0.00244898,293.56
0.0904523,0.00244898,293.546
0.0909548,0.00244898,293.533
0.0914573,0.00244898,293.52
0.0919598,0.00244898,293.509
0.0924623,0.00244898,293.498
0.0929648,0.00244898,293.488
0.0934673,0.00244898,293.478
0.0939698,0.00244898,293.47
0.0944724,0.00244898,293.462
0.0949749,0.00244898,293.455
0.0954774,0.00244898,293.448
0.0959799,0.00244898,293.442
0.0964824,0.00244898,293.437
0.0969849,0.00244898,293.433
0.0974874,0.00244898,293.429
0.0979899,0.00244898,293.426
0.0984925,0.00244898,293.423
0.098995,0.00244898,293.421
0.0994975,0.00244898,293.42
0.1,0.00244898,293.419
0,0.00265306,293.429
0.000502513,0.00265306,293.429
0.00100503,0.00265306,293.431
0.00150754,0.00265306,293.433
0.00201005,0.00265306,293.436
0.00251256,0.00265306,293.439
0.00301508,0.00265306,293.443
0.00351759,0.00265306,293.448
0.0040201,0.00265306,293.453
0.00452261,0.00265306,293.459
0.00502513,0.00265306,293.466
0.00552764,0.00265306,293.474
0.00603015,0.00265306,293.482
0.00653266,0.00265306,293.491
0.00703518,0.00265306,293.501
0.00753769,0.00265306,293.511
0.0080402,0.00265306,293.522
0.00854271,0.00265306,293.534
0.00904523,0.00265306,293.547
0.00954774,0.00265306,293.561
0.0100503,0.00265306,293.576
0.0105528,0.00265306,293.591
0.0110553,0.00265306,293.608
0.0115578,0.00265306,293.625
0.0120603,0.00265306,293.643
0.0125628,0.00265306,293.663
0.0130653,0.00265306,293.683
0.0135678,0.00265306,293.705
0.0140704,0.00265306,293.727
0.0145729,0.00265306,293.751
0.0150754,0.00265306,293.776
0.0155779,0.00265306,293.802
0.0160804,0.00265306,293.829
0.0165829,0.00265306,293.858
0.0170854,0.00265306,293.888
0.0175879,0.00265306,293.919
0.0180905,0.00265306,293.952
0.018593,0.00265306,293.987
0.0190955,0.00265306,294.023
0.019598,0.00265306,294.06
0.0201005,0.00265306,294.099
0.020603,0.00265306,294.141
0.0211055,0.00265306,294.184
0.021608,0.00265306,294.228
0.0221106,0.00265306,294.275
0.0226131,0.00265306,294.324
0.0231156,0.00265306,294.375
0.0236181,0.00265306,294.429
0.0241206,0.00265306,294.485
0.0246231,0.00265306,294.543
0.0251256,0.00265306,294.604
0.0256281,0.00265306,294.668
0.0261307,0.00265306,294.734
0.0266332,0.00265306,294.804
0.0271357,0.00265306,294.877
0.0276382,0.00265306,294.953
0.0281407,0.00265306,295.032
0.0286432,0.00265306,295.115
0.0291457,0.00265306,295.202
0.0296482,0.00265306,295.293
0.0301508,0.00265306,295.388
0.0306533,0.00265306,295.487
0.0311558,0.00265306,295.591
0.0316583,0.00265306,295.699
0.0321608,0.00265306,295.812
0.0326633,0.00265306,295.929
0.0331658,0.00265306,296.047
0.0336683,0.00265306,296.164
0.0341709,0.00265306,296.275
0.0346734,0.00265306,296.382
0.0351759,0.00265306,296.483
0.0356784,0.00265306,296.579
0.0361809,0.00265306,296.67
0.0366834,0.00265306,296.757
0.0371859,0.00265306,296.838
0.0376884,0.00265306,296.916
0.038191,0.00265306,296.988
0.0386935,0.00265306,297.057
0.039196,0.00265306,297.122
0.0396985,0.00265306,297.183
0.040201,0.00265306,297.241
0.0407035,0.00265306,297.294
0.041206,0.00265306,297.345
0.0417085,0.00265306,297.391
0.0422111,0.00265306,297.435
0.0427136,0.00265306,297.475
0.0432161,0.00265306,297.513
0.0437186,0.00265306,297.547
0.0442211,0.00265306,297.578
0.0447236,0.00265306,297.606
0.0452261,0.00265306,297.632
0.0457286,0.00265306,297.655
0.0462312,0.00265306,297.675
0.0467337,0.00265306,297.692
0.0472362,0.00265306,297.706
0.0477387,0.00265306,297.718
0.0482412,0.00265306,297.727
0.0487437,0.00265306,297.734
0.0492462,0.00265306,297.738
0.0497487,0.00265306,297.739
0.0502513,0.00265306,297.738
0.0507538,0.00265306,297.734
0.0512563,0.00265306,297.728
0.0517588,0.00265306,297.719
0.0522613,0.00265306,297.707
0.0527638,0.00265306,297.692
0.0532663,0.00265306,297.675
0.0537688,0.00265306,297.656
0.0542714,0.00265306,297.633
0.0547739,0.00265306,297.608
0.0552764,0.00265306,297.579
0.0557789,0.00265306,297.548
0.0562814,0.00265306,297.514
0.0567839,0.00265306,297.477
0.0572864,0.00265306,297.437
0.0577889,0.00265306,297.393
0.0582915,0.00265306,297.347
0.058794,0.00265306,297.296
0.0592965,0.00265306,297.243
0.059799,0.00265306,297.186
0.0603015,0.00265306,297.125
0.060804,0.00265306,297.06
0.0613065,0.00265306,296.991
0.061809,0.00265306,296.918
0.0623116,0.00265306,296.841
0.0628141,0.00265306,296.759
0.0633166,0.00265306,296.673
0.0638191,0.00265306,296.582
0.0643216,0.00265306,296.486
0.0648241,0.00265306,296.385
0.0653266,0.00265306,296.278
0.0658291,0.00265306,296.167
0.0663317,0.00265306,296.051
0.0668342,0.00265306,295.932
0.0673367,0.00265306,295.815
0.0678392,0.00265306,295.702
0.0683417,0.00265306,295.594
0.0688442,0.00265306,295.49
0.0693467,0.00265306,295.391
0.0698492,0.00265306,295.296
0.0703518,0.00265306,295.205
0.0708543,0.00265306,295.119
0.0713568,0.00265306,295.035
0.0718593,0.00265306,294.956
0.0723618,0.00265306,294.88
0.0728643,0.00265306,294.807
0.0733668,0.00265306,294.738
0.0738693,0.00265306,294.671
0.0743719,0.00265306,294.608
0.0748744,0.00265306,294.547
0.0753769,0.00265306,294.488
0.0758794,0.00265306,294.432
0.0763819,0.00265306,294.379
0.0768844,0.00265306,294.327
