x,z,T
0.0487437,0.000612245,297.549
0.0492462,0.000612245,297.553
0.0497487,0.000612245,297.554
0.0502513,0.000612245,297.553
0.0507538,0.000612245,297.549
0.0512563,0.000612245,297.543
0.0517588,0.000612245,297.534
0.0522613,0.000612245,297.522
0.0527638,0.000612245,297.508
0.0532663,0.000612245,297.491
0.0537688,0.000612245,297.471
0.0542714,0.000612245,297.449
0.0547739,0.000612245,297.424
0.0552764,0.000612245,297.396
0.0557789,0.000612245,297.365
0.0562814,0.000612245,297.332
0.0567839,0.000612245,297.295
0.0572864,0.000612245,297.255
0.0577889,0.000612245,297.212
0.0582915,0.000612245,297.166
0.058794,0.000612245,297.116
0.0592965,0.000612245,297.063
0.059799,0.000612245,297.007
0.0603015,0.000612245,296.947
0.060804,0.000612245,296.884
0.0613065,0.000612245,296.816
0.061809,0.000612245,296.745
0.0623116,0.000612245,296.67
0.0628141,0.000612245,296.591
0.0633166,0.000612245,296.508
0.0638191,0.000612245,296.422
0.0643216,0.000612245,296.332
0.0648241,0.000612245,296.238
0.0653266,0.000612245,296.142
0.0658291,0.000612245,296.043
0.0663317,0.000612245,295.943
0.0668342,0.000612245,295.842
0.0673367,0.000612245,295.741
0.0678392,0.000612245,295.641
0.0683417,0.000612245,295.543
0.0688442,0.000612245,295.447
0.0693467,0.000612245,295.354
0.0698492,0.000612245,295.264
0.0703518,0.000612245,295.177
0.0708543,0.000612245,295.093
0.0713568,0.000612245,295.012
0.0718593,0.000612245,294.934
0.0723618,0.000612245,294.86
0.0728643,0.000612245,294.788
0.0733668,0.000612245,294.72
0.0738693,0.000612245,294.654
0.0743719,0.000612245,294.591
0.0748744,0.000612245,294.531
0.0753769,0.000612245,294.473
0.0758794,0.000612245,294.418
0.0763819,0.000612245,294.365
0.0768844,0.000612245,294.314
0.0773869,0.000612245,294.266
0.0778894,0.000612245,294.219
0.078392,0.000612245,294.175
0.0788945,0.000612245,294.132
0.079397,0.000612245,294.092
0.0798995,0.000612245,294.053
0.080402,0.000612245,294.015
0.0809045,0.000612245,293.98
0.081407,0.000612245,293.945
0.0819095,0.000612245,293.913
0.0824121,0.000612245,293.882
0.0829146,0.000612245,293.852
0.0834171,0.000612245,293.823
0.0839196,0.000612245,293.796
0.0844221,0.000612245,293.77
0.0849246,0.000612245,293.745
0.0854271,0.000612245,293.722
0.0859296,0.000612245,293.699
0.0864322,0.000612245,293.678
0.0869347,0.000612245,293.657
0.0874372,0.000612245,293.638
0.0879397,0.000612245,293.62
0.0884422,0.000612245,293.602
0.0889447,0.000612245,293.586
0.0894472,0.000612245,293.57
0.0899497,0.000612245,293.555
0.0904523,0.000612245,293.541
0.0909548,0.000612245,293.528
0.0914573,0.000612245,293.516
0.0919598,0.000612245,293.505
0.0924623,0.000612245,293.494
0.0929648,0.000612245,293.484
0.0934673,0.000612245,293.475
0.0939698,0.000612245,293.466
0.0944724,0.000612245,293.458
0.0949749,0.000612245,293.451
0.0954774,0.000612245,293.445
0.0959799,0.000612245,293.439
0.0964824,0.000612245,293.434
0.0969849,0.000612245,293.43
0.0974874,0.000612245,293.426
0.0979899,0.000612245,293.423
0.0984925,0.000612245,293.42
0.098995,0.000612245,293.418
0.0994975,0.000612245,293.417
0.1,0.000612245,293.416
0,0.000816327,293.426
0.000502513,0.000816327,293.426
0.00100503,0.000816327,293.428
0.00150754,0.000816327,293.43
0.00201005,0.000816327,293.433
0.00251256,0.000816327,293.436
0.00301508,0.000816327,293.44
0.00351759,0.000816327,293.445
0.0040201,0.000816327,293.45
0.00452261,0.000816327,293.456
0.00502513,0.000816327,293.463
0.00552764,0.000816327,293.47
0.00603015,0.000816327,293.478
0.00653266,0.000816327,293.487
0.00703518,0.000816327,293.497
0.00753769,0.000816327,293.507
0.0080402,0.000816327,293.518
0.00854271,0.000816327,293.53
0.00904523,0.000816327,293.543
0.00954774,0.000816327,293.557
0.0100503,0.000816327,293.571
0.0105528,0.000816327,293.587
0.0110553,0.000816327,293.603
0.0115578,0.000816327,293.62
0.0120603,0.000816327,293.638
0.0125628,0.000816327,293.658
0.0130653,0.000816327,293.678
0.0135678,0.000816327,293.699
0.0140704,0.000816327,293.721
0.0145729,0.000816327,293.745
0.0150754,0.000816327,293.769
0.0155779,0.000816327,293.795
0.0160804,0.000816327,293.822
0.0165829,0.000816327,293.851
0.0170854,0.000816327,293.881
0.0175879,0.000816327,293.912
0.0180905,0.000816327,293.944
0.018593,0.000816327,293.978
0.0190955,0.000816327,294.014
0.019598,0.000816327,294.051
0.0201005,0.000816327,294.09
0.020603,0.000816327,294.131
0.0211055,0.000816327,294.173
0.021608,0.000816327,294.218
0.0221106,0.000816327,294.264
0.0226131,0.000816327,294.313
0.0231156,0.000816327,294.364
0.0236181,0.000816327,294.417
0.0241206,0.000816327,294.472
0.0246231,0.000816327,294.53
0.0251256,0.000816327,294.59
0.0256281,0.000816327,294.653
0.0261307,0.000816327,294.719
0.0266332,0.000816327,294.787
0.0271357,0.000816327,294.859
0.0276382,0.000816327,294.933
0.0281407,0.000816327,295.011
0.0286432,0.000816327,295.092
0.0291457,0.000816327,295.176
0.0296482,0.000816327,295.264
0.0301508,0.000816327,295.354
0.0306533,0.000816327,295.448
0.0311558,0.000816327,295.544
0.0316583,0.000816327,295.643
0.0321608,0.000816327,295.744
0.0326633,0.000816327,295.845
0.0331658,0.000816327,295.947
0.0336683,0.000816327,296.048
0.0341709,0.000816327,296.147
0.0346734,0.000816327,296.244
0.0351759,0.000816327,296.338
0.0356784,0.000816327,296.428
0.0361809,0.000816327,296.515
0.0366834,0.000816327,296.598
0.0371859,0.000816327,296.677
0.0376884,0.000816327,296.753
0.038191,0.000816327,296.824
0.0386935,0.000816327,296.892
0.039196,0.000816327,296.955
0.0396985,0.000816327,297.016
0.040201,0.000816327,297.072
0.0407035,0.000816327,297.125
0.041206,0.000816327,297.175
0.0417085,0.000816327,297.221
0.0422111,0.000816327,297.264
0.0427136,0.000816327,297.304
0.0432161,0.000816327,297.341
0.0437186,0.000816327,297.375
0.0442211,0.000816327,297.406
0.0447236,0.000816327,297.434
0.0452261,0.000816327,297.459
0.0457286,0.000816327,297.482
0.0462312,0.000816327,297.502
0.0467337,0.000816327,297.519
0.0472362,0.000816327,297.533
0.0477387,0.000816327,297.545
0.0482412,0.000816327,297.554
0.0487437,0.000816327,297.56
0.0492462,0.000816327,297.564
0.0497487,0.000816327,297.566
0.0502513,0.000816327,297.564
0.0507538,0.000816327,297.561
0.0512563,0.000816327,297.554
0.0517588,0.000816327,297.545
0.0522613,0.000816327,297.534
0.0527638,0.000816327,297.519
0.0532663,0.000816327,297.502
0.0537688,0.000816327,297.483
0.0542714,0.000816327,297.46
0.0547739,0.000816327,297.435
0.0552764,0.000816327,297.407
0.0557789,0.000816327,297.376
0.0562814,0.000816327,297.343
0.0567839,0.000816327,297.306
0.0572864,0.000816327,297.266
0.0577889,0.000816327,297.223
0.0582915,0.000816327,297.177
0.058794,0.000816327,297.127
0.0592965,0.000816327,297.074
0.059799,0.000816327,297.018
0.0603015,0.000816327,296.958
0.060804,0.000816327,296.894
0.0613065,0.000816327,296.827
0.061809,0.000816327,296.755
0.0623116,0.000816327,296.68
0.0628141,0.000816327,296.601
0.0633166,0.000816327,296.518
0.0638191,0.000816327,296.431
0.0643216,0.000816327,296.341
