y,z,T
0.00424242,0.00183673,294.561
0.00484848,0.00183673,294.587
0.00545455,0.00183673,294.617
0.00606061,0.00183673,294.651
0.00666667,0.00183673,294.688
0.00727273,0.00183673,294.729
0.00787879,0.00183673,294.773
0.00848485,0.00183673,294.822
0.00909091,0.00183673,294.874
0.00969697,0.00183673,294.931
0.010303,0.00183673,294.992
0.0109091,0.00183673,295.057
0.0115152,0.00183673,295.127
0.0121212,0.00183673,295.201
0.0127273,0.00183673,295.279
0.0133333,0.00183673,295.362
0.0139394,0.00183673,295.45
0.0145455,0.00183673,295.543
0.0151515,0.00183673,295.641
0.0157576,0.00183673,295.744
0.0163636,0.00183673,295.853
0.0169697,0.00183673,295.966
0.0175758,0.00183673,296.084
0.0181818,0.00183673,296.206
0.0187879,0.00183673,296.332
0.0193939,0.00183673,296.46
0.02,0.00183673,296.588
0.0206061,0.00183673,296.713
0.0212121,0.00183673,296.832
0.0218182,0.00183673,296.945
0.0224242,0.00183673,297.05
0.0230303,0.00183673,297.146
0.0236364,0.00183673,297.234
0.0242424,0.00183673,297.314
0.0248485,0.00183673,297.385
0.0254545,0.00183673,297.447
0.0260606,0.00183673,297.501
0.0266667,0.00183673,297.547
0.0272727,0.00183673,297.584
0.0278788,0.00183673,297.613
0.0284848,0.00183673,297.633
0.0290909,0.00183673,297.646
0.029697,0.00183673,297.65
0.030303,0.00183673,297.645
0.0309091,0.00183673,297.633
0.0315152,0.00183673,297.612
0.0321212,0.00183673,297.582
0.0327273,0.00183673,297.545
0.0333333,0.00183673,297.499
0.0339394,0.00183673,297.444
0.0345455,0.00183673,297.381
0.0351515,0.00183673,297.31
0.0357576,0.00183673,297.229
0.0363636,0.00183673,297.141
0.0369697,0.00183673,297.044
0.0375758,0.00183673,296.939
0.0381818,0.00183673,296.826
0.0387879,0.00183673,296.706
0.0393939,0.00183673,296.58
0.04,0.00183673,296.451
0.0406061,0.00183673,296.322
0.0412121,0.00183673,296.196
0.0418182,0.00183673,296.073
0.0424242,0.00183673,295.954
0.0430303,0.00183673,295.84
0.0436364,0.00183673,295.731
0.0442424,0.00183673,295.627
0.0448485,0.00183673,295.528
0.0454545,0.00183673,295.434
0.0460606,0.00183673,295.345
0.0466667,0.00183673,295.26
0.0472727,0.00183673,295.181
0.0478788,0.00183673,295.105
0.0484848,0.00183673,295.035
0.0490909,0.00183673,294.968
0.049697,0.00183673,294.906
0.050303,0.00183673,294.848
0.0509091,0.00183673,294.793
0.0515152,0.00183673,294.743
0.0521212,0.00183673,294.697
0.0527273,0.00183673,294.654
0.0533333,0.00183673,294.615
0.0539394,0.00183673,294.58
0.0545455,0.00183673,294.548
0.0551515,0.00183673,294.519
0.0557576,0.00183673,294.494
0.0563636,0.00183673,294.473
0.0569697,0.00183673,294.454
0.0575758,0.00183673,294.439
0.0581818,0.00183673,294.428
0.0587879,0.00183673,294.419
0.0593939,0.00183673,294.414
0.06,0.00183673,294.412
0,0.00204082,294.476
0.000606061,0.00204082,294.478
0.00121212,0.00204082,294.484
0.00181818,0.00204082,294.493
0.00242424,0.00204082,294.505
0.0030303,0.00204082,294.521
0.00363636,0.00204082,294.54
0.00424242,0.00204082,294.563
0.00484848,0.00204082,294.589
0.00545455,0.00204082,294.619
0.00606061,0.00204082,294.652
0.00666667,0.00204082,294.689
0.00727273,0.00204082,294.73
0.00787879,0.00204082,294.775
0.00848485,0.00204082,294.824
0.00909091,0.00204082,294.876
0.00969697,0.00204082,294.933
0.010303,0.00204082,294.994
0.0109091,0.00204082,295.059
0.0115152,0.00204082,295.129
0.0121212,0.00204082,295.203
0.0127273,0.00204082,295.281
0.0133333,0.00204082,295.365
0.0139394,0.00204082,295.453
0.0145455,0.00204082,295.546
0.0151515,0.00204082,295.644
0.0157576,0.00204082,295.748
0.0163636,0.00204082,295.856
0.0169697,0.00204082,295.97
0.0175758,0.00204082,296.089
0.0181818,0.00204082,296.212
0.0187879,0.00204082,296.34
0.0193939,0.00204082,296.47
0.02,0.00204082,296.601
0.0206061,0.00204082,296.728
0.0212121,0.00204082,296.849
0.0218182,0.00204082,296.963
0.0224242,0.00204082,297.068
0.0230303,0.00204082,297.165
0.0236364,0.00204082,297.254
0.0242424,0.00204082,297.334
0.0248485,0.00204082,297.405
0.0254545,0.00204082,297.468
0.0260606,0.00204082,297.522
0.0266667,0.00204082,297.568
0.0272727,0.00204082,297.605
0.0278788,0.00204082,297.634
0.0284848,0.00204082,297.654
0.0290909,0.00204082,297.666
0.029697,0.00204082,297.67
0.030303,0.00204082,297.666
0.0309091,0.00204082,297.653
0.0315152,0.00204082,297.632
0.0321212,0.00204082,297.603
0.0327273,0.00204082,297.565
0.0333333,0.00204082,297.519
0.0339394,0.00204082,297.465
0.0345455,0.00204082,297.401
0.0351515,0.00204082,297.33
0.0357576,0.00204082,297.249
0.0363636,0.00204082,297.16
0.0369697,0.00204082,297.063
0.0375758,0.00204082,296.956
0.0381818,0.00204082,296.842
0.0387879,0.00204082,296.721
0.0393939,0.00204082,296.593
0.04,0.00204082,296.462
0.0406061,0.00204082,296.331
0.0412121,0.00204082,296.202
0.0418182,0.00204082,296.078
0.0424242,0.00204082,295.958
0.0430303,0.00204082,295.844
0.0436364,0.00204082,295.734
0.0442424,0.00204082,295.63
0.0448485,0.00204082,295.531
0.0454545,0.00204082,295.436
0.0460606,0.00204082,295.347
0.0466667,0.00204082,295.263
0.0472727,0.00204082,295.183
0.0478788,0.00204082,295.107
0.0484848,0.00204082,295.037
0.0490909,0.00204082,294.97
0.049697,0.00204082,294.908
0.050303,0.00204082,294.849
0.0509091,0.00204082,294.795
0.0515152,0.00204082,294.745
0.0521212,0.00204082,294.698
0.0527273,0.00204082,294.656
0.0533333,0.00204082,294.617
0.0539394,0.00204082,294.581
0.0545455,0.00204082,294.549
0.0551515,0.00204082,294.521
0.0557576,0.00204082,294.496
0.0563636,0.00204082,294.474
0.0569697,0.00204082,294.456
0.0575758,0.00204082,294.441
0.0581818,0.00204082,294.429
0.0587879,0.00204082,294.421
0.0593939,0.00204082,294.416
0.06,0.00204082,294.414
0,0.0022449,294.477
0.000606061,0.0022449,294.479
0.00121212,0.0022449,294.485
0.00181818,0.0022449,294.494
0.00242424,0.0022449,294.506
0.0030303,0.0022449,294.522
0.00363636,0.0022449,294.541
0.00424242,0.0022449,294.564
0.00484848,0.0022449,294.59
0.00545455,0.0022449,294.62
0.00606061,0.0022449,294.654
0.00666667,0.0022449,294.691
0.00727273,0.0022449,294.732
0.00787879,0.0022449,294.776
0.00848485,0.0022449,294.825
0.00909091,0.0022449,294.878
0.00969697,0.0022449,294.935
0.010303,0.0022449,294.996
0.0109091,0.0022449,295.061
0.0115152,0.0022449,295.13
0.0121212,0.0022449,295.205
0.0127273,0.0022449,295.283
0.0133333,0.0022449,295.367
0.0139394,0.0022449,295.455
0.0145455,0.0022449,295.549
0.0151515,0.0022449,295.647
0.0157576,0.0022449,295.751
0.0163636,0.0022449,295.86
0.0169697,0.0022449,295.974
0.0175758,0.0022449,296.094
0.0181818,0.0022449,296.219
0.0187879,0.0022449,296.348
0.0193939,0.0022449,296.481
0.02,0.0022449,296.615
0.0206061,0.0022449,296.744
0.0212121,0.0022449,296.867
0.0218182,0.0022449,296.982
0.0224242,0.0022449,297.088
0.0230303,0.0022449,297.186
0.0236364,0.0022449,297.275
0.0242424,0.0022449,297.355
0.0248485,0.0022449,297.427
0.0254545,0.0022449,297.49
0.0260606,0.0022449,297.544
0.0266667,0.0022449,297.59
0.0272727,0.0022449,297.627
0.0278788,0.0022449,297.656
0.0284848,0.0022449,297.677
0.0290909,0.0022449,297.689
0.029697,0.0022449,297.693
0.030303,0.0022449,297.688
0.0309091,0.0022449,297.676
0.0315152,0.0022449,297.655
0.0321212,0.0022449,297.625
0.0327273,0.0022449,297.588
0.0333333,0.0022449,297.541
0.0339394,0.0022449,297.487
0.0345455,0.0022449,297.423
0.0351515,0.0022449,297.351
0.0357576,0.0022449,297.271
0.0363636,0.0022449,297.181
0.0369697,0.0022449,297.083
0.0375758,0.0022449,296.976
0.0381818,0.0022449,296.86
0.0387879,0.0022449,296.737
0.0393939,0.0022449,296.607
0.04,0.0022449,296.472
0.0406061,0.0022449,296.339
0.0412121,0.0022449,296.209
0.0418182,0.0022449,296.083
0.0424242,0.0022449,295.962
0.0430303,0.0022449,295.847
0.0436364,0.0022449,295.737
0.0442424,0.0022449,295.633
0.0448485,0.0022449,295.533
0.0454545,0.0022449,295.439
0.0460606,0.0022449,295.349
0.0466667,0.0022449,295.265
0.0472727,0.0022449,295.185
0.0478788,0.0022449,295.109
0.0484848,0.0022449,295.038
0.0490909,0.0022449,294.972
0.049697,0.0022449,294.909
0.050303,0.0022449,294.851
0.0509091,0.0022449,294.797
0.0515152,0.0022449,294.746
0.0521212,0.0022449,294.7
0.0527273,0.0022449,294.657
0.0533333,0.0022449,294.618
0.0539394,0.0022449,294.582
0.0545455,0.0022449,294.55
0.0551515,0.0022449,294.522
0.0557576,0.0022449,294.497
0.0563636,0.0022449,294.475
0.0569697,0.0022449,294.457
0.0575758,0.0022449,294.442
0.0581818,0.0022449,294.43
0.0587879,0.0022449,294.422
0.0593939,0.0022449,294.417
0.06,0.0022449,294.415
0,0.00244898,294.479
0.000606061,0.00244898,294.481
0.00121212,0.00244898,294.486
0.00181818,0.00244898,294.495
0.00242424,0.00244898,294.507
0.0030303,0.00244898,294.523
0.00363636,0.00244898,294.542
0.00424242,0.00244898,294.565
0.00484848,0.00244898,294.591
0.00545455,0.00244898,294.621
0.00606061,0.00244898,294.655
0.00666667,0.00244898,294.692
0.00727273,0.00244898,294.733
0.00787879,0.00244898,294.778
0.00848485,0.00244898,294.827
0.00909091,0.00244898,294.879
0.00969697,0.00244898,294.936
0.010303,0.00244898,294.997
0.0109091,0.00244898,295.063
0.0115152,0.00244898,295.132
0.0121212,0.00244898,295.206
0.0127273,0.00244898,295.285
0.0133333,0.00244898,295.369
0.0139394,0.00244898,295.457
0.0145455,0.00244898,295.551
0.0151515,0.00244898,295.65
0.0157576,0.00244898,295.754
0.0163636,0.00244898,295.863
0.0169697,0.00244898,295.978
0.0175758,0.00244898,296.099
0.0181818,0.00244898,296.225
0.0187879,0.00244898,296.357
0.0193939,0.00244898,296.492
0.02,0.00244898,296.629
0.0206061,0.00244898,296.762
0.0212121,0.00244898,296.887
0.0218182,0.00244898,297.003
0.0224242,0.00244898,297.11
0.0230303,0.00244898,297.209
0.0236364,0.00244898,297.298
0.0242424,0.00244898,297.379
0.0248485,0.00244898,297.45
0.0254545,0.00244898,297.513
0.0260606,0.00244898,297.568
0.0266667,0.00244898,297.614
0.0272727,0.00244898,297.651
0.0278788,0.00244898,297.68
0.0284848,0.00244898,297.701
0.0290909,0.00244898,297.713
0.029697,0.00244898,297.717
0.030303,0.00244898,297.712
0.0309091,0.00244898,297.7
0.0315152,0.00244898,297.679
0.0321212,0.00244898,297.649
0.0327273,0.00244898,297.611
0.0333333,0.00244898,297.565
0.0339394,0.00244898,297.51
0.0345455,0.00244898,297.447
0.0351515,0.00244898,297.374
0.0357576,0.00244898,297.293
0.0363636,0.00244898,297.203
0.0369697,0.00244898,297.105
0.0375758,0.00244898,296.997
0.0381818,0.00244898,296.88
0.0387879,0.00244898,296.754
0.0393939,0.00244898,296.621
0.04,0.00244898,296.484
0.0406061,0.00244898,296.347
0.0412121,0.00244898,296.215
0.0418182,0.00244898,296.088
0.0424242,0.00244898,295.967
0.0430303,0.00244898,295.851
0.0436364,0.00244898,295.74
0.0442424,0.00244898,295.635
0.0448485,0.00244898,295.535
0.0454545,0.00244898,295.441
0.0460606,0.00244898,295.351
0.0466667,0.00244898,295.267
0.0472727,0.00244898,295.186
0.0478788,0.00244898,295.111
0.0484848,0.00244898,295.04
0.0490909,0.00244898,294.973
0.049697,0.00244898,294.911
0.050303,0.00244898,294.852
0.0509091,0.00244898,294.798
0.0515152,0.00244898,294.748
0.0521212,0.00244898,294.701
0.0527273,0.00244898,294.658
0.0533333,0.00244898,294.619
0.0539394,0.00244898,294.584
0.0545455,0.00244898,294.552
0.0551515,0.00244898,294.523
0.0557576,0.00244898,294.498
0.0563636,0.00244898,294.476
0.0569697,0.00244898,294.458
0.0575758,0.00244898,294.443
0.0581818,0.00244898,294.431
0.0587879,0.00244898,294.423
0.0593939,0.00244898,294.418
0.06,0.00244898,294.416
0,0.00265306,294.48
0.000606061,0.00265306,294.482
0.00121212,0.00265306,294.487
0.00181818,0.00265306,294.496
0.00242424,0.00265306,294.509
0.0030303,0.00265306,294.524
0.00363636,0.00265306,294.544
0.00424242,0.00265306,294.566
0.00484848,0.00265306,294.593
0.00545455,0.00265306,294.623
0.00606061,0.00265306,294.656
0.00666667,0.00265306,294.693
0.00727273,0.00265306,294.734
0.00787879,0.00265306,294.779
0.00848485,0.00265306,294.828
0.00909091,0.00265306,294.881
0.00969697,0.00265306,294.938
0.010303,0.00265306,294.999
0.0109091,0.00265306,295.064
0.0115152,0.00265306,295.134
0.0121212,0.00265306,295.208
0.0127273,0.00265306,295.287
0.0133333,0.00265306,295.371
0.0139394,0.00265306,295.459
0.0145455,0.00265306,295.553
0.0151515,0.00265306,295.652
0.0157576,0.00265306,295.757
0.0163636,0.00265306,295.867
0.0169697,0.00265306,295.982
0.0175758,0.00265306,296.104
0.0181818,0.00265306,296.232
0.0187879,0.00265306,296.365
0.0193939,0.00265306,296.504
0.02,0.00265306,296.645
0.0206061,0.00265306,296.781
0.0212121,0.00265306,296.908
0.0218182,0.00265306,297.025
0.0224242,0.00265306,297.134
0.0230303,0.00265306,297.233
0.0236364,0.00265306,297.322
0.0242424,0.00265306,297.403
0.0248485,0.00265306,297.475
0.0254545,0.00265306,297.539
0.0260606,0.00265306,297.593
0.0266667,0.00265306,297.639
0.0272727,0.00265306,297.676
0.0278788,0.00265306,297.705
0.0284848,0.00265306,297.726
0.0290909,0.00265306,297.738
0.029697,0.00265306,297.742
0.030303,0.00265306,297.738
0.0309091,0.00265306,297.725
0.0315152,0.00265306,297.704
0.0321212,0.00265306,297.675
0.0327273,0.00265306,297.637
0.0333333,0.00265306,297.59
0.0339394,0.00265306,297.535
0.0345455,0.00265306,297.472
0.0351515,0.00265306,297.399
0.0357576,0.00265306,297.318
0.0363636,0.00265306,297.227
0.0369697,0.00265306,297.128
0.0375758,0.00265306,297.019
0.0381818,0.00265306,296.901
0.0387879,0.00265306,296.773
0.0393939,0.00265306,296.637
0.04,0.00265306,296.495
0.0406061,0.00265306,296.356
0.0412121,0.00265306,296.221
0.0418182,0.00265306,296.093
0.0424242,0.00265306,295.971
0.0430303,0.00265306,295.854
0.0436364,0.00265306,295.743
0.0442424,0.00265306,295.638
0.0448485,0.00265306,295.538
0.0454545,0.00265306,295.443
0.0460606,0.00265306,295.353
0.0466667,0.00265306,295.268
0.0472727,0.00265306,295.188
0.0478788,0.00265306,295.113
0.0484848,0.00265306,295.042
0.0490909,0.00265306,294.975
0.049697,0.00265306,294.912
0.050303,0.00265306,294.854
0.0509091,0.00265306,294.8
0.0515152,0.00265306,294.749
0.0521212,0.00265306,294.702
0.0527273,0.00265306,294.66
0.0533333,0.00265306,294.62
0.0539394,0.00265306,294.585
0.0545455,0.00265306,294.553
0.0551515,0.00265306,294.524
0.0557576,0.00265306,294.499
0.0563636,0.00265306,294.478
0.0569697,0.00265306,294.459
0.0575758,0.00265306,294.444
0.0581818,0.00265306,294.433
0.0587879,0.00265306,294.424
0.0593939,0.00265306,294.419
0.06,0.00265306,294.417
0,0.00285714,294.481
0.000606061,0.00285714,294.483
0.00121212,0.00285714,294.488
0.00181818,0.00285714,294.497
0.00242424,0.00285714,294.51
0.0030303,0.00285714,294.525
0.00363636,0.00285714,294.545
0.00424242,0.00285714,294.567
0.00484848,0.00285714,294.594
0.00545455,0.00285714,294.624
0.00606061,0.00285714,294.657
0.00666667,0.00285714,294.695
0.00727273,0.00285714,294.736
0.00787879,0.00285714,294.78
0.00848485,0.00285714,294.829
0.00909091,0.00285714,294.882
0.00969697,0.00285714,294.939
0.010303,0.00285714,295
0.0109091,0.00285714,295.066
0.0115152,0.00285714,295.135
0.0121212,0.00285714,295.21
0.0127273,0.00285714,295.289
0.0133333,0.00285714,295.373
0.0139394,0.00285714,295.461
0.0145455,0.00285714,295.555
0.0151515,0.00285714,295.655
0.0157576,0.00285714,295.759
0.0163636,0.00285714,295.87
0.0169697,0.00285714,295.986
0.0175758,0.00285714,296.109
0.0181818,0.00285714,296.238
0.0187879,0.00285714,296.374
0.0193939,0.00285714,296.516
0.02,0.00285714,296.662
0.0206061,0.00285714,296.801
0.0212121,0.00285714,296.93
0.0218182,0.00285714,297.049
0.0224242,0.00285714,297.159
0.0230303,0.00285714,297.258
0.0236364,0.00285714,297.349
0.0242424,0.00285714,297.43
0.0248485,0.00285714,297.502
0.0254545,0.00285714,297.565
0.0260606,0.00285714,297.62
0.0266667,0.00285714,297.666
0.0272727,0.00285714,297.703
0.0278788,0.00285714,297.733
0.0284848,0.00285714,297.753
0.0290909,0.00285714,297.765
0.029697,0.00285714,297.769
0.030303,0.00285714,297.765
0.0309091,0.00285714,297.752
0.0315152,0.00285714,297.731
0.0321212,0.00285714,297.702
0.0327273,0.00285714,297.664
0.0333333,0.00285714,297.617
0.0339394,0.00285714,297.562
0.0345455,0.00285714,297.498
0.0351515,0.00285714,297.426
0.0357576,0.00285714,297.344
0.0363636,0.00285714,297.253
0.0369697,0.00285714,297.153
0.0375758,0.00285714,297.043
0.0381818,0.00285714,296.923
0.0387879,0.00285714,296.793
0.0393939,0.00285714,296.654
0.04,0.00285714,296.507
0.0406061,0.00285714,296.364
0.0412121,0.00285714,296.228
0.0418182,0.00285714,296.098
0.0424242,0.00285714,295.974
0.0430303,0.00285714,295.857
0.0436364,0.00285714,295.746
0.0442424,0.00285714,295.64
0.0448485,0.00285714,295.54
0.0454545,0.00285714,295.445
0.0460606,0.00285714,295.355
0.0466667,0.00285714,295.27
0.0472727,0.00285714,295.19
0.0478788,0.00285714,295.114
0.0484848,0.00285714,295.043
0.0490909,0.00285714,294.976
0.049697,0.00285714,294.914
0.050303,0.00285714,294.855
0.0509091,0.00285714,294.801
0.0515152,0.00285714,294.75
0.0521212,0.00285714,294.704
0.0527273,0.00285714,294.661
0.0533333,0.00285714,294.622
0.0539394,0.00285714,294.586
0.0545455,0.00285714,294.554
0.0551515,0.00285714,294.525
0.0557576,0.00285714,294.5
0.0563636,0.00285714,294.479
0.0569697,0.00285714,294.46
0.0575758,0.00285714,294.445
0.0581818,0.00285714,294.434
0.0587879,0.00285714,294.425
0.0593939,0.00285714,294.42
0.06,0.00285714,294.418
0,0.00306122,294.482
0.000606061,0.00306122,294.484
0.00121212,0.00306122,294.489
0.00181818,0.00306122,294.498
0.00242424,0.00306122,294.511
0.0030303,0.00306122,294.526
0.00363636,0.00306122,294.546
0.00424242,0.00306122,294.568
0.00484848,0.00306122,294.595
0.00545455,0.00306122,294.625
0.00606061,0.00306122,294.658
0.00666667,0.00306122,294.696
0.00727273,0.00306122,294.737
0.00787879,0.00306122,294.782
0.00848485,0.00306122,294.83
0.00909091,0.00306122,294.883
0.00969697,0.00306122,294.94
0.010303,0.00306122,295.001
0.0109091,0.00306122,295.067
0.0115152,0.00306122,295.137
0.0121212,0.00306122,295.211
0.0127273,0.00306122,295.29
0.0133333,0.00306122,295.374
0.0139394,0.00306122,295.463
0.0145455,0.00306122,295.557
0.0151515,0.00306122,295.657
0.0157576,0.00306122,295.762
0.0163636,0.00306122,295.873
0.0169697,0.00306122,295.99
0.0175758,0.00306122,296.113
0.0181818,0.00306122,296.244
0.0187879,0.00306122,296.382
0.0193939,0.00306122,296.528
0.02,0.00306122,296.68
0.0206061,0.00306122,296.823
0.0212121,0.00306122,296.954
0.0218182,0.00306122,297.075
0.0224242,0.00306122,297.185
0.0230303,0.00306122,297.286
0.0236364,0.00306122,297.376
0.0242424,0.00306122,297.458
0.0248485,0.00306122,297.53
0.0254545,0.00306122,297.594
0.0260606,0.00306122,297.648
0.0266667,0.00306122,297.694
0.0272727,0.00306122,297.732
0.0278788,0.00306122,297.761
0.0284848,0.00306122,297.782
0.0290909,0.00306122,297.794
0.029697,0.00306122,297.798
0.030303,0.00306122,297.794
0.0309091,0.00306122,297.781
0.0315152,0.00306122,297.76
0.0321212,0.00306122,297.73
0.0327273,0.00306122,297.692
0.0333333,0.00306122,297.646
0.0339394,0.00306122,297.591
0.0345455,0.00306122,297.527
0.0351515,0.00306122,297.454
0.0357576,0.00306122,297.372
0.0363636,0.00306122,297.28
0.0369697,0.00306122,297.179
0.0375758,0.00306122,297.069
0.0381818,0.00306122,296.947
0.0387879,0.00306122,296.815
0.0393939,0.00306122,296.672
0.04,0.00306122,296.519
0.0406061,0.00306122,296.372
0.0412121,0.00306122,296.234
0.0418182,0.00306122,296.102
0.0424242,0.00306122,295.978
0.0430303,0.00306122,295.86
0.0436364,0.00306122,295.748
0.0442424,0.00306122,295.642
0.0448485,0.00306122,295.542
0.0454545,0.00306122,295.447
0.0460606,0.00306122,295.356
0.0466667,0.00306122,295.271
0.0472727,0.00306122,295.191
0.0478788,0.00306122,295.115
0.0484848,0.00306122,295.044
0.0490909,0.00306122,294.977
0.049697,0.00306122,294.915
0.050303,0.00306122,294.856
0.0509091,0.00306122,294.802
0.0515152,0.00306122,294.751
0.0521212,0.00306122,294.705
0.0527273,0.00306122,294.662
0.0533333,0.00306122,294.623
0.0539394,0.00306122,294.587
0.0545455,0.00306122,294.555
0.0551515,0.00306122,294.526
0.0557576,0.00306122,294.501
0.0563636,0.00306122,294.48
0.0569697,0.00306122,294.461
0.0575758,0.00306122,294.446
0.0581818,0.00306122,294.434
0.0587879,0.00306122,294.426
0.0593939,0.00306122,294.421
0.06,0.00306122,294.419
0,0.00326531,294.482
0.000606061,0.00326531,294.484
0.00121212,0.00326531,294.49
0.00181818,0.00326531,294.499
0.00242424,0.00326531,294.511
0.0030303,0.00326531,294.527
0.00363636,0.00326531,294.547
0.00424242,0.00326531,294.569
0.00484848,0.00326531,294.596
0.00545455,0.00326531,294.626
0.00606061,0.00326531,294.659
0.00666667,0.00326531,294.697
0.00727273,0.00326531,294.738
0.00787879,0.00326531,294.783
0.00848485,0.00326531,294.831
0.00909091,0.00326531,294.884
0.00969697,0.00326531,294.941
0.010303,0.00326531,295.003
0.0109091,0.00326531,295.068
0.0115152,0.00326531,295.138
0.0121212,0.00326531,295.212
0.0127273,0.00326531,295.292
0.0133333,0.00326531,295.376
0.0139394,0.00326531,295.465
0.0145455,0.00326531,295.559
0.0151515,0.00326531,295.659
0.0157576,0.00326531,295.764
0.0163636,0.00326531,295.875
0.0169697,0.00326531,295.993
0.0175758,0.00326531,296.117
0.0181818,0.00326531,296.249
0.0187879,0.00326531,296.39
0.0193939,0.00326531,296.539
0.02,0.00326531,296.701
0.0206061,0.00326531,296.847
0.0212121,0.00326531,296.98
0.0218182,0.00326531,297.102
0.0224242,0.00326531,297.213
0.0230303,0.00326531,297.314
0.0236364,0.00326531,297.406
0.0242424,0.00326531,297.487
0.0248485,0.00326531,297.56
0.0254545,0.00326531,297.624
0.0260606,0.00326531,297.678
0.0266667,0.00326531,297.725
0.0272727,0.00326531,297.762
0.0278788,0.00326531,297.791
0.0284848,0.00326531,297.812
0.0290909,0.00326531,297.824
0.029697,0.00326531,297.828
0.030303,0.00326531,297.824
0.0309091,0.00326531,297.811
0.0315152,0.00326531,297.79
0.0321212,0.00326531,297.76
0.0327273,0.00326531,297.722
0.0333333,0.00326531,297.676
0.0339394,0.00326531,297.62
0.0345455,0.00326531,297.556
0.0351515,0.00326531,297.483
0.0357576,0.00326531,297.401
0.0363636,0.00326531,297.309
0.0369697,0.00326531,297.208
0.0375758,0.00326531,297.096
0.0381818,0.00326531,296.973
0.0387879,0.00326531,296.839
0.0393939,0.00326531,296.692
0.04,0.00326531,296.53
0.0406061,0.00326531,296.38
0.0412121,0.00326531,296.239
0.0418182,0.00326531,296.106
0.0424242,0.00326531,295.981
0.0430303,0.00326531,295.863
0.0436364,0.00326531,295.75
0.0442424,0.00326531,295.644
0.0448485,0.00326531,295.543
0.0454545,0.00326531,295.448
0.0460606,0.00326531,295.358
0.0466667,0.00326531,295.273
0.0472727,0.00326531,295.192
0.0478788,0.00326531,295.117
0.0484848,0.00326531,295.045
0.0490909,0.00326531,294.979
0.049697,0.00326531,294.916
0.050303,0.00326531,294.857
0.0509091,0.00326531,294.803
0.0515152,0.00326531,294.752
0.0521212,0.00326531,294.706
0.0527273,0.00326531,294.663
0.0533333,0.00326531,294.623
0.0539394,0.00326531,294.588
0.0545455,0.00326531,294.556
0.0551515,0.00326531,294.527
0.0557576,0.00326531,294.502
0.0563636,0.00326531,294.48
0.0569697,0.00326531,294.462
0.0575758,0.00326531,294.447
0.0581818,0.00326531,294.435
0.0587879,0.00326531,294.427
0.0593939,0.00326531,294.422
0.06,0.00326531,294.42
0,0.00346939,294.483
0.000606061,0.00346939,294.485
0.00121212,0.00346939,294.491
0.00181818,0.00346939,294.5
0.00242424,0.00346939,294.512
0.0030303,0.00346939,294.528
0.00363636,0.00346939,294.547
0.00424242,0.00346939,294.57
0.00484848,0.00346939,294.596
0.00545455,0.00346939,294.626
0.00606061,0.00346939,294.66
0.00666667,0.00346939,294.697
0.00727273,0.00346939,294.739
0.00787879,0.00346939,294.784
0.00848485,0.00346939,294.832
0.00909091,0.00346939,294.885
0.00969697,0.00346939,294.942
0.010303,0.00346939,295.004
0.0109091,0.00346939,295.069
0.0115152,0.00346939,295.139
0.0121212,0.00346939,295.214
0.0127273,0.00346939,295.293
0.0133333,0.00346939,295.377
0.0139394,0.00346939,295.466
0.0145455,0.00346939,295.56
0.0151515,0.00346939,295.66
0.0157576,0.00346939,295.766
0.0163636,0.00346939,295.878
0.0169697,0.00346939,295.996
0.0175758,0.00346939,296.121
0.0181818,0.00346939,296.255
0.0187879,0.00346939,296.397
0.0193939,0.00346939,296.55
0.02,0.00346939,296.718
0.0206061,0.00346939,296.867
0.0212121,0.00346939,297.003
0.0218182,0.00346939,297.126
0.0224242,0.00346939,297.238
0.0230303,0.00346939,297.34
0.0236364,0.00346939,297.431
0.0242424,0.00346939,297.513
0.0248485,0.00346939,297.586
0.0254545,0.00346939,297.65
0.0260606,0.00346939,297.705
0.0266667,0.00346939,297.751
0.0272727,0.00346939,297.789
0.0278788,0.00346939,297.818
0.0284848,0.00346939,297.839
0.0290909,0.00346939,297.851
0.029697,0.00346939,297.855
0.030303,0.00346939,297.851
0.0309091,0.00346939,297.838
0.0315152,0.00346939,297.817
0.0321212,0.00346939,297.787
0.0327273,0.00346939,297.749
0.0333333,0.00346939,297.702
0.0339394,0.00346939,297.647
0.0345455,0.00346939,297.583
0.0351515,0.00346939,297.509
0.0357576,0.00346939,297.427
0.0363636,0.00346939,297.335
0.0369697,0.00346939,297.233
0.0375758,0.00346939,297.12
0.0381818,0.00346939,296.996
0.0387879,0.00346939,296.86
0.0393939,0.00346939,296.709
0.04,0.00346939,296.541
0.0406061,0.00346939,296.387
0.0412121,0.00346939,296.244
0.0418182,0.00346939,296.11
0.0424242,0.00346939,295.984
0.0430303,0.00346939,295.865
0.0436364,0.00346939,295.752
0.0442424,0.00346939,295.646
0.0448485,0.00346939,295.545
0.0454545,0.00346939,295.449
0.0460606,0.00346939,295.359
0.0466667,0.00346939,295.274
0.0472727,0.00346939,295.194
0.0478788,0.00346939,295.118
0.0484848,0.00346939,295.046
0.0490909,0.00346939,294.98
0.049697,0.00346939,294.917
0.050303,0.00346939,294.858
0.0509091,0.00346939,294.804
0.0515152,0.00346939,294.753
0.0521212,0.00346939,294.707
0.0527273,0.00346939,294.664
0.0533333,0.00346939,294.624
