y,z,T
0.0563636,0.000204082,294.459
0.0569697,0.000204082,294.441
0.0575758,0.000204082,294.426
0.0581818,0.000204082,294.414
0.0587879,0.000204082,294.406
0.0593939,0.000204082,294.401
0.06,0.000204082,294.399
0,0.000408163,294.463
0.000606061,0.000408163,294.465
0.00121212,0.000408163,294.47
0.00181818,0.000408163,294.479
0.00242424,0.000408163,294.491
0.0030303,0.000408163,294.507
0.00363636,0.000408163,294.526
0.00424242,0.000408163,294.548
0.00484848,0.000408163,294.574
0.00545455,0.000408163,294.604
0.00606061,0.000408163,294.637
0.00666667,0.000408163,294.674
0.00727273,0.000408163,294.714
0.00787879,0.000408163,294.759
0.00848485,0.000408163,294.807
0.00909091,0.000408163,294.859
0.00969697,0.000408163,294.915
0.010303,0.000408163,294.976
0.0109091,0.000408163,295.04
0.0115152,0.000408163,295.109
0.0121212,0.000408163,295.182
0.0127273,0.000408163,295.26
0.0133333,0.000408163,295.342
0.0139394,0.000408163,295.429
0.0145455,0.000408163,295.521
0.0151515,0.000408163,295.617
0.0157576,0.000408163,295.719
0.0163636,0.000408163,295.824
0.0169697,0.000408163,295.934
0.0175758,0.000408163,296.048
0.0181818,0.000408163,296.165
0.0187879,0.000408163,296.284
0.0193939,0.000408163,296.404
0.02,0.000408163,296.523
0.0206061,0.000408163,296.639
0.0212121,0.000408163,296.752
0.0218182,0.000408163,296.859
0.0224242,0.000408163,296.959
0.0230303,0.000408163,297.053
0.0236364,0.000408163,297.138
0.0242424,0.000408163,297.216
0.0248485,0.000408163,297.286
0.0254545,0.000408163,297.347
0.0260606,0.000408163,297.401
0.0266667,0.000408163,297.446
0.0272727,0.000408163,297.483
0.0278788,0.000408163,297.511
0.0284848,0.000408163,297.531
0.0290909,0.000408163,297.543
0.029697,0.000408163,297.547
0.030303,0.000408163,297.543
0.0309091,0.000408163,297.53
0.0315152,0.000408163,297.51
0.0321212,0.000408163,297.481
0.0327273,0.000408163,297.444
0.0333333,0.000408163,297.398
0.0339394,0.000408163,297.344
0.0345455,0.000408163,297.282
0.0351515,0.000408163,297.212
0.0357576,0.000408163,297.134
0.0363636,0.000408163,297.047
0.0369697,0.000408163,296.954
0.0375758,0.000408163,296.852
0.0381818,0.000408163,296.745
0.0387879,0.000408163,296.632
0.0393939,0.000408163,296.515
0.04,0.000408163,296.395
0.0406061,0.000408163,296.274
0.0412121,0.000408163,296.155
0.0418182,0.000408163,296.037
0.0424242,0.000408163,295.923
0.0430303,0.000408163,295.812
0.0436364,0.000408163,295.705
0.0442424,0.000408163,295.603
0.0448485,0.000408163,295.506
0.0454545,0.000408163,295.413
0.0460606,0.000408163,295.325
0.0466667,0.000408163,295.241
0.0472727,0.000408163,295.162
0.0478788,0.000408163,295.088
0.0484848,0.000408163,295.018
0.0490909,0.000408163,294.952
0.049697,0.000408163,294.89
0.050303,0.000408163,294.833
0.0509091,0.000408163,294.779
0.0515152,0.000408163,294.729
0.0521212,0.000408163,294.683
0.0527273,0.000408163,294.641
0.0533333,0.000408163,294.602
0.0539394,0.000408163,294.567
0.0545455,0.000408163,294.535
0.0551515,0.000408163,294.507
0.0557576,0.000408163,294.482
0.0563636,0.000408163,294.461
0.0569697,0.000408163,294.443
0.0575758,0.000408163,294.428
0.0581818,0.000408163,294.416
0.0587879,0.000408163,294.408
0.0593939,0.000408163,294.403
0.06,0.000408163,294.401
0,0.000612245,294.465
0.000606061,0.000612245,294.467
0.00121212,0.000612245,294.472
0.00181818,0.000612245,294.481
0.00242424,0.000612245,294.493
0.0030303,0.000612245,294.509
0.00363636,0.000612245,294.528
0.00424242,0.000612245,294.55
0.00484848,0.000612245,294.577
0.00545455,0.000612245,294.606
0.00606061,0.000612245,294.639
0.00666667,0.000612245,294.676
0.00727273,0.000612245,294.717
0.00787879,0.000612245,294.761
0.00848485,0.000612245,294.809
0.00909091,0.000612245,294.862
0.00969697,0.000612245,294.918
0.010303,0.000612245,294.978
0.0109091,0.000612245,295.043
0.0115152,0.000612245,295.112
0.0121212,0.000612245,295.185
0.0127273,0.000612245,295.263
0.0133333,0.000612245,295.346
0.0139394,0.000612245,295.433
0.0145455,0.000612245,295.525
0.0151515,0.000612245,295.621
0.0157576,0.000612245,295.723
0.0163636,0.000612245,295.828
0.0169697,0.000612245,295.939
0.0175758,0.000612245,296.053
0.0181818,0.000612245,296.17
0.0187879,0.000612245,296.29
0.0193939,0.000612245,296.41
0.02,0.000612245,296.53
0.0206061,0.000612245,296.647
0.0212121,0.000612245,296.76
0.0218182,0.000612245,296.867
0.0224242,0.000612245,296.968
0.0230303,0.000612245,297.062
0.0236364,0.000612245,297.148
0.0242424,0.000612245,297.226
0.0248485,0.000612245,297.295
0.0254545,0.000612245,297.357
0.0260606,0.000612245,297.41
0.0266667,0.000612245,297.456
0.0272727,0.000612245,297.492
0.0278788,0.000612245,297.521
0.0284848,0.000612245,297.541
0.0290909,0.000612245,297.553
0.029697,0.000612245,297.557
0.030303,0.000612245,297.553
0.0309091,0.000612245,297.54
0.0315152,0.000612245,297.52
0.0321212,0.000612245,297.491
0.0327273,0.000612245,297.453
0.0333333,0.000612245,297.408
0.0339394,0.000612245,297.354
0.0345455,0.000612245,297.292
0.0351515,0.000612245,297.222
0.0357576,0.000612245,297.143
0.0363636,0.000612245,297.056
0.0369697,0.000612245,296.962
0.0375758,0.000612245,296.861
0.0381818,0.000612245,296.753
0.0387879,0.000612245,296.639
0.0393939,0.000612245,296.522
0.04,0.000612245,296.401
0.0406061,0.000612245,296.28
0.0412121,0.000612245,296.16
0.0418182,0.000612245,296.042
0.0424242,0.000612245,295.927
0.0430303,0.000612245,295.816
0.0436364,0.000612245,295.709
0.0442424,0.000612245,295.607
0.0448485,0.000612245,295.509
0.0454545,0.000612245,295.416
0.0460606,0.000612245,295.328
0.0466667,0.000612245,295.245
0.0472727,0.000612245,295.165
0.0478788,0.000612245,295.091
0.0484848,0.000612245,295.021
0.0490909,0.000612245,294.955
0.049697,0.000612245,294.893
0.050303,0.000612245,294.835
0.0509091,0.000612245,294.781
0.0515152,0.000612245,294.731
0.0521212,0.000612245,294.685
0.0527273,0.000612245,294.643
0.0533333,0.000612245,294.604
0.0539394,0.000612245,294.569
0.0545455,0.000612245,294.537
0.0551515,0.000612245,294.509
0.0557576,0.000612245,294.484
0.0563636,0.000612245,294.463
0.0569697,0.000612245,294.445
0.0575758,0.000612245,294.43
0.0581818,0.000612245,294.418
0.0587879,0.000612245,294.41
0.0593939,0.000612245,294.405
0.06,0.000612245,294.403
0,0.000816327,294.467
0.000606061,0.000816327,294.469
0.00121212,0.000816327,294.474
0.00181818,0.000816327,294.483
0.00242424,0.000816327,294.495
0.0030303,0.000816327,294.511
0.00363636,0.000816327,294.53
0.00424242,0.000816327,294.552
0.00484848,0.000816327,294.579
0.00545455,0.000816327,294.608
0.00606061,0.000816327,294.641
0.00666667,0.000816327,294.678
0.00727273,0.000816327,294.719
0.00787879,0.000816327,294.763
0.00848485,0.000816327,294.812
0.00909091,0.000816327,294.864
0.00969697,0.000816327,294.92
0.010303,0.000816327,294.981
0.0109091,0.000816327,295.046
0.0115152,0.000816327,295.115
0.0121212,0.000816327,295.188
0.0127273,0.000816327,295.266
0.0133333,0.000816327,295.349
0.0139394,0.000816327,295.436
0.0145455,0.000816327,295.528
0.0151515,0.000816327,295.625
0.0157576,0.000816327,295.726
0.0163636,0.000816327,295.833
0.0169697,0.000816327,295.943
0.0175758,0.000816327,296.058
0.0181818,0.000816327,296.175
0.0187879,0.000816327,296.296
0.0193939,0.000816327,296.417
0.02,0.000816327,296.537
0.0206061,0.000816327,296.655
0.0212121,0.000816327,296.769
0.0218182,0.000816327,296.877
0.0224242,0.000816327,296.978
0.0230303,0.000816327,297.072
0.0236364,0.000816327,297.158
0.0242424,0.000816327,297.236
0.0248485,0.000816327,297.306
0.0254545,0.000816327,297.368
0.0260606,0.000816327,297.422
0.0266667,0.000816327,297.467
0.0272727,0.000816327,297.504
0.0278788,0.000816327,297.532
0.0284848,0.000816327,297.553
0.0290909,0.000816327,297.565
0.029697,0.000816327,297.569
0.030303,0.000816327,297.564
0.0309091,0.000816327,297.552
0.0315152,0.000816327,297.531
0.0321212,0.000816327,297.502
0.0327273,0.000816327,297.465
0.0333333,0.000816327,297.419
0.0339394,0.000816327,297.365
0.0345455,0.000816327,297.303
0.0351515,0.000816327,297.232
0.0357576,0.000816327,297.154
0.0363636,0.000816327,297.067
0.0369697,0.000816327,296.972
0.0375758,0.000816327,296.87
0.0381818,0.000816327,296.762
0.0387879,0.000816327,296.648
0.0393939,0.000816327,296.529
0.04,0.000816327,296.408
0.0406061,0.000816327,296.286
0.0412121,0.000816327,296.165
0.0418182,0.000816327,296.047
0.0424242,0.000816327,295.931
0.0430303,0.000816327,295.82
0.0436364,0.000816327,295.713
0.0442424,0.000816327,295.61
0.0448485,0.000816327,295.513
0.0454545,0.000816327,295.42
0.0460606,0.000816327,295.331
0.0466667,0.000816327,295.247
0.0472727,0.000816327,295.168
0.0478788,0.000816327,295.094
0.0484848,0.000816327,295.023
0.0490909,0.000816327,294.957
0.049697,0.000816327,294.895
0.050303,0.000816327,294.837
0.0509091,0.000816327,294.784
0.0515152,0.000816327,294.734
0.0521212,0.000816327,294.687
0.0527273,0.000816327,294.645
0.0533333,0.000816327,294.606
0.0539394,0.000816327,294.571
0.0545455,0.000816327,294.539
0.0551515,0.000816327,294.511
0.0557576,0.000816327,294.486
0.0563636,0.000816327,294.465
0.0569697,0.000816327,294.446
0.0575758,0.000816327,294.432
0.0581818,0.000816327,294.42
0.0587879,0.000816327,294.412
0.0593939,0.000816327,294.406
0.06,0.000816327,294.405
0,0.00102041,294.468
0.000606061,0.00102041,294.47
0.00121212,0.00102041,294.476
0.00181818,0.00102041,294.485
0.00242424,0.00102041,294.497
0.0030303,0.00102041,294.513
0.00363636,0.00102041,294.532
0.00424242,0.00102041,294.554
0.00484848,0.00102041,294.581
0.00545455,0.00102041,294.61
0.00606061,0.00102041,294.643
0.00666667,0.00102041,294.68
0.00727273,0.00102041,294.721
0.00787879,0.00102041,294.766
0.00848485,0.00102041,294.814
0.00909091,0.00102041,294.866
0.00969697,0.00102041,294.923
0.010303,0.00102041,294.983
0.0109091,0.00102041,295.048
0.0115152,0.00102041,295.117
0.0121212,0.00102041,295.191
0.0127273,0.00102041,295.269
0.0133333,0.00102041,295.352
0.0139394,0.00102041,295.439
0.0145455,0.00102041,295.531
0.0151515,0.00102041,295.628
0.0157576,0.00102041,295.73
0.0163636,0.00102041,295.837
0.0169697,0.00102041,295.948
0.0175758,0.00102041,296.063
0.0181818,0.00102041,296.181
0.0187879,0.00102041,296.302
0.0193939,0.00102041,296.424
0.02,0.00102041,296.546
0.0206061,0.00102041,296.665
0.0212121,0.00102041,296.779
0.0218182,0.00102041,296.888
0.0224242,0.00102041,296.989
0.0230303,0.00102041,297.084
0.0236364,0.00102041,297.17
0.0242424,0.00102041,297.249
0.0248485,0.00102041,297.319
0.0254545,0.00102041,297.381
0.0260606,0.00102041,297.435
0.0266667,0.00102041,297.48
0.0272727,0.00102041,297.517
0.0278788,0.00102041,297.545
0.0284848,0.00102041,297.566
0.0290909,0.00102041,297.578
0.029697,0.00102041,297.582
0.030303,0.00102041,297.577
0.0309091,0.00102041,297.565
0.0315152,0.00102041,297.544
0.0321212,0.00102041,297.515
0.0327273,0.00102041,297.478
0.0333333,0.00102041,297.432
0.0339394,0.00102041,297.378
0.0345455,0.00102041,297.315
0.0351515,0.00102041,297.245
0.0357576,0.00102041,297.166
0.0363636,0.00102041,297.079
0.0369697,0.00102041,296.984
0.0375758,0.00102041,296.881
0.0381818,0.00102041,296.772
0.0387879,0.00102041,296.657
0.0393939,0.00102041,296.538
0.04,0.00102041,296.416
0.0406061,0.00102041,296.293
0.0412121,0.00102041,296.171
0.0418182,0.00102041,296.052
0.0424242,0.00102041,295.936
0.0430303,0.00102041,295.824
0.0436364,0.00102041,295.717
0.0442424,0.00102041,295.614
0.0448485,0.00102041,295.516
0.0454545,0.00102041,295.423
0.0460606,0.00102041,295.334
0.0466667,0.00102041,295.25
0.0472727,0.00102041,295.171
0.0478788,0.00102041,295.096
0.0484848,0.00102041,295.026
0.0490909,0.00102041,294.96
0.049697,0.00102041,294.898
0.050303,0.00102041,294.84
0.0509091,0.00102041,294.786
0.0515152,0.00102041,294.736
0.0521212,0.00102041,294.689
0.0527273,0.00102041,294.647
0.0533333,0.00102041,294.608
0.0539394,0.00102041,294.573
0.0545455,0.00102041,294.541
0.0551515,0.00102041,294.513
0.0557576,0.00102041,294.488
0.0563636,0.00102041,294.466
0.0569697,0.00102041,294.448
0.0575758,0.00102041,294.433
0.0581818,0.00102041,294.422
0.0587879,0.00102041,294.413
0.0593939,0.00102041,294.408
0.06,0.00102041,294.406
0,0.00122449,294.47
0.000606061,0.00122449,294.472
0.00121212,0.00122449,294.478
0.00181818,0.00122449,294.486
0.00242424,0.00122449,294.499
0.0030303,0.00122449,294.514
0.00363636,0.00122449,294.534
0.00424242,0.00122449,294.556
0.00484848,0.00122449,294.582
0.00545455,0.00122449,294.612
0.00606061,0.00122449,294.645
0.00666667,0.00122449,294.682
0.00727273,0.00122449,294.723
0.00787879,0.00122449,294.768
0.00848485,0.00122449,294.816
0.00909091,0.00122449,294.869
0.00969697,0.00122449,294.925
0.010303,0.00122449,294.986
0.0109091,0.00122449,295.051
0.0115152,0.00122449,295.12
0.0121212,0.00122449,295.193
0.0127273,0.00122449,295.272
0.0133333,0.00122449,295.355
0.0139394,0.00122449,295.442
0.0145455,0.00122449,295.535
0.0151515,0.00122449,295.632
0.0157576,0.00122449,295.734
0.0163636,0.00122449,295.841
0.0169697,0.00122449,295.952
0.0175758,0.00122449,296.068
0.0181818,0.00122449,296.187
0.0187879,0.00122449,296.309
0.0193939,0.00122449,296.432
0.02,0.00122449,296.555
0.0206061,0.00122449,296.675
0.0212121,0.00122449,296.79
0.0218182,0.00122449,296.9
0.0224242,0.00122449,297.002
0.0230303,0.00122449,297.097
0.0236364,0.00122449,297.184
0.0242424,0.00122449,297.263
0.0248485,0.00122449,297.333
0.0254545,0.00122449,297.395
0.0260606,0.00122449,297.449
0.0266667,0.00122449,297.494
0.0272727,0.00122449,297.531
0.0278788,0.00122449,297.56
0.0284848,0.00122449,297.58
0.0290909,0.00122449,297.592
0.029697,0.00122449,297.596
0.030303,0.00122449,297.592
0.0309091,0.00122449,297.579
0.0315152,0.00122449,297.559
0.0321212,0.00122449,297.529
0.0327273,0.00122449,297.492
0.0333333,0.00122449,297.446
0.0339394,0.00122449,297.392
0.0345455,0.00122449,297.33
0.0351515,0.00122449,297.259
0.0357576,0.00122449,297.179
0.0363636,0.00122449,297.092
0.0369697,0.00122449,296.997
0.0375758,0.00122449,296.894
0.0381818,0.00122449,296.784
0.0387879,0.00122449,296.668
0.0393939,0.00122449,296.547
0.04,0.00122449,296.424
0.0406061,0.00122449,296.3
0.0412121,0.00122449,296.177
0.0418182,0.00122449,296.057
0.0424242,0.00122449,295.94
0.0430303,0.00122449,295.828
0.0436364,0.00122449,295.72
0.0442424,0.00122449,295.617
0.0448485,0.00122449,295.519
0.0454545,0.00122449,295.426
0.0460606,0.00122449,295.337
0.0466667,0.00122449,295.253
0.0472727,0.00122449,295.174
0.0478788,0.00122449,295.099
0.0484848,0.00122449,295.028
0.0490909,0.00122449,294.962
0.049697,0.00122449,294.9
0.050303,0.00122449,294.842
0.0509091,0.00122449,294.788
0.0515152,0.00122449,294.738
0.0521212,0.00122449,294.691
0.0527273,0.00122449,294.649
0.0533333,0.00122449,294.61
0.0539394,0.00122449,294.575
0.0545455,0.00122449,294.543
0.0551515,0.00122449,294.514
0.0557576,0.00122449,294.49
0.0563636,0.00122449,294.468
0.0569697,0.00122449,294.45
0.0575758,0.00122449,294.435
0.0581818,0.00122449,294.423
0.0587879,0.00122449,294.415
0.0593939,0.00122449,294.41
0.06,0.00122449,294.408
0,0.00142857,294.472
0.000606061,0.00142857,294.474
0.00121212,0.00142857,294.479
0.00181818,0.00142857,294.488
0.00242424,0.00142857,294.5
0.0030303,0.00142857,294.516
0.00363636,0.00142857,294.535
0.00424242,0.00142857,294.558
0.00484848,0.00142857,294.584
0.00545455,0.00142857,294.614
0.00606061,0.00142857,294.647
0.00666667,0.00142857,294.684
0.00727273,0.00142857,294.725
0.00787879,0.00142857,294.77
0.00848485,0.00142857,294.818
0.00909091,0.00142857,294.871
0.00969697,0.00142857,294.927
0.010303,0.00142857,294.988
0.0109091,0.00142857,295.053
0.0115152,0.00142857,295.122
0.0121212,0.00142857,295.196
0.0127273,0.00142857,295.274
0.0133333,0.00142857,295.357
0.0139394,0.00142857,295.445
0.0145455,0.00142857,295.538
0.0151515,0.00142857,295.635
0.0157576,0.00142857,295.738
0.0163636,0.00142857,295.845
0.0169697,0.00142857,295.957
0.0175758,0.00142857,296.073
0.0181818,0.00142857,296.193
0.0187879,0.00142857,296.316
0.0193939,0.00142857,296.441
0.02,0.00142857,296.565
0.0206061,0.00142857,296.687
0.0212121,0.00142857,296.803
0.0218182,0.00142857,296.913
0.0224242,0.00142857,297.017
0.0230303,0.00142857,297.112
0.0236364,0.00142857,297.199
0.0242424,0.00142857,297.278
0.0248485,0.00142857,297.349
0.0254545,0.00142857,297.411
0.0260606,0.00142857,297.465
0.0266667,0.00142857,297.51
0.0272727,0.00142857,297.547
0.0278788,0.00142857,297.576
0.0284848,0.00142857,297.596
0.0290909,0.00142857,297.609
0.029697,0.00142857,297.613
0.030303,0.00142857,297.608
0.0309091,0.00142857,297.596
0.0315152,0.00142857,297.575
0.0321212,0.00142857,297.546
0.0327273,0.00142857,297.508
0.0333333,0.00142857,297.462
0.0339394,0.00142857,297.408
0.0345455,0.00142857,297.345
0.0351515,0.00142857,297.274
0.0357576,0.00142857,297.195
0.0363636,0.00142857,297.107
0.0369697,0.00142857,297.011
0.0375758,0.00142857,296.907
0.0381818,0.00142857,296.796
0.0387879,0.00142857,296.679
0.0393939,0.00142857,296.557
0.04,0.00142857,296.432
0.0406061,0.00142857,296.307
0.0412121,0.00142857,296.183
0.0418182,0.00142857,296.062
0.0424242,0.00142857,295.945
0.0430303,0.00142857,295.832
0.0436364,0.00142857,295.724
0.0442424,0.00142857,295.621
0.0448485,0.00142857,295.522
0.0454545,0.00142857,295.429
0.0460606,0.00142857,295.34
0.0466667,0.00142857,295.256
0.0472727,0.00142857,295.176
0.0478788,0.00142857,295.101
0.0484848,0.00142857,295.03
0.0490909,0.00142857,294.964
0.049697,0.00142857,294.902
0.050303,0.00142857,294.844
0.0509091,0.00142857,294.79
0.0515152,0.00142857,294.74
0.0521212,0.00142857,294.693
0.0527273,0.00142857,294.651
0.0533333,0.00142857,294.612
0.0539394,0.00142857,294.576
0.0545455,0.00142857,294.545
0.0551515,0.00142857,294.516
0.0557576,0.00142857,294.491
0.0563636,0.00142857,294.47
0.0569697,0.00142857,294.451
0.0575758,0.00142857,294.437
0.0581818,0.00142857,294.425
0.0587879,0.00142857,294.416
0.0593939,0.00142857,294.411
0.06,0.00142857,294.409
0,0.00163265,294.473
0.000606061,0.00163265,294.475
0.00121212,0.00163265,294.481
0.00181818,0.00163265,294.49
0.00242424,0.00163265,294.502
0.0030303,0.00163265,294.518
0.00363636,0.00163265,294.537
0.00424242,0.00163265,294.56
0.00484848,0.00163265,294.586
0.00545455,0.00163265,294.616
0.00606061,0.00163265,294.649
0.00666667,0.00163265,294.686
0.00727273,0.00163265,294.727
0.00787879,0.00163265,294.772
0.00848485,0.00163265,294.82
0.00909091,0.00163265,294.873
0.00969697,0.00163265,294.929
0.010303,0.00163265,294.99
0.0109091,0.00163265,295.055
0.0115152,0.00163265,295.124
0.0121212,0.00163265,295.198
0.0127273,0.00163265,295.277
0.0133333,0.00163265,295.36
0.0139394,0.00163265,295.448
0.0145455,0.00163265,295.541
0.0151515,0.00163265,295.638
0.0157576,0.00163265,295.741
0.0163636,0.00163265,295.849
0.0169697,0.00163265,295.961
0.0175758,0.00163265,296.078
0.0181818,0.00163265,296.199
0.0187879,0.00163265,296.324
0.0193939,0.00163265,296.45
0.02,0.00163265,296.576
0.0206061,0.00163265,296.699
0.0212121,0.00163265,296.817
0.0218182,0.00163265,296.928
0.0224242,0.00163265,297.032
0.0230303,0.00163265,297.128
0.0236364,0.00163265,297.216
0.0242424,0.00163265,297.295
0.0248485,0.00163265,297.366
0.0254545,0.00163265,297.428
0.0260606,0.00163265,297.482
0.0266667,0.00163265,297.528
0.0272727,0.00163265,297.565
0.0278788,0.00163265,297.594
0.0284848,0.00163265,297.614
0.0290909,0.00163265,297.626
0.029697,0.00163265,297.63
0.030303,0.00163265,297.626
0.0309091,0.00163265,297.613
0.0315152,0.00163265,297.592
0.0321212,0.00163265,297.563
0.0327273,0.00163265,297.526
0.0333333,0.00163265,297.48
0.0339394,0.00163265,297.425
0.0345455,0.00163265,297.362
0.0351515,0.00163265,297.291
0.0357576,0.00163265,297.211
0.0363636,0.00163265,297.123
0.0369697,0.00163265,297.027
0.0375758,0.00163265,296.922
0.0381818,0.00163265,296.81
0.0387879,0.00163265,296.692
0.0393939,0.00163265,296.568
0.04,0.00163265,296.442
0.0406061,0.00163265,296.315
0.0412121,0.00163265,296.189
0.0418182,0.00163265,296.067
0.0424242,0.00163265,295.949
0.0430303,0.00163265,295.836
0.0436364,0.00163265,295.727
0.0442424,0.00163265,295.624
0.0448485,0.00163265,295.525
0.0454545,0.00163265,295.431
0.0460606,0.00163265,295.342
0.0466667,0.00163265,295.258
0.0472727,0.00163265,295.178
0.0478788,0.00163265,295.103
0.0484848,0.00163265,295.033
0.0490909,0.00163265,294.966
0.049697,0.00163265,294.904
0.050303,0.00163265,294.846
0.0509091,0.00163265,294.792
0.0515152,0.00163265,294.741
0.0521212,0.00163265,294.695
0.0527273,0.00163265,294.652
0.0533333,0.00163265,294.613
0.0539394,0.00163265,294.578
0.0545455,0.00163265,294.546
0.0551515,0.00163265,294.518
0.0557576,0.00163265,294.493
0.0563636,0.00163265,294.471
0.0569697,0.00163265,294.453
0.0575758,0.00163265,294.438
0.0581818,0.00163265,294.426
0.0587879,0.00163265,294.418
0.0593939,0.00163265,294.413
0.06,0.00163265,294.411
0,0.00183673,294.475
0.000606061,0.00183673,294.477
0.00121212,0.00183673,294.482
0.00181818,0.00183673,294.491
0.00242424,0.00183673,294.503
0.0030303,0.00183673,294.519
0.00363636,0.00183673,294.538
